Form_ID,Form,Cognateset_ID,Alignment,Doubt,Cognate_detection_method,Cognate_source,Alignment_method,Alignment_source,Segment_slice
532,s ə̰ k ⁵⁵ + k ɔ̰ ʔ ⁵⁵,114,s ə̰ k ⁵⁵ + k ɔ̰ ʔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1:2
533,s a̰ k ⁵⁵ + k ɔ̰ ʔ ⁵⁵,113,s a̰ k ⁵⁵ + k ɔ̰ ʔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
533,s a̰ k ⁵⁵ + k ɔ̰ ʔ ⁵⁵,114,s a̰ k ⁵⁵ + k ɔ̰ ʔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1:2
534,ʂ ɯ k ⁵⁵ + x ɔ ʔ ⁵⁵,113,ʂ ɯ k ⁵⁵ + x ɔ ʔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
534,ʂ ɯ k ⁵⁵ + x ɔ ʔ ⁵⁵,114,ʂ ɯ k ⁵⁵ + x ɔ ʔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1:2
5511,ɑ ⁵³ + k ɑ̃ i ∼ ⁵⁵ + ɑ ⁵³ + kʰ ɛ ʔ ⁴,135,ɑ ⁵³ + k ɑ̃ i ∼ ⁵⁵ + ɑ ⁵³ + kʰ ɛ ʔ ⁴,,expert,Hill2017,LingPy:SCA,,0:1
5511,ɑ ⁵³ + k ɑ̃ i ∼ ⁵⁵ + ɑ ⁵³ + kʰ ɛ ʔ ⁴,1026,ɑ ⁵³ + k ɑ̃ i ∼ ⁵⁵ + ɑ ⁵³ + kʰ ɛ ʔ ⁴,,expert,Hill2017,LingPy:SCA,,1:2
5511,ɑ ⁵³ + k ɑ̃ i ∼ ⁵⁵ + ɑ ⁵³ + kʰ ɛ ʔ ⁴,135,ɑ ⁵³ + k ɑ̃ i ∼ ⁵⁵ + ɑ ⁵³ + kʰ ɛ ʔ ⁴,,expert,Hill2017,LingPy:SCA,,2:3
5511,ɑ ⁵³ + k ɑ̃ i ∼ ⁵⁵ + ɑ ⁵³ + kʰ ɛ ʔ ⁴,114,ɑ ⁵³ + k ɑ̃ i ∼ ⁵⁵ + ɑ ⁵³ + kʰ ɛ ʔ ⁴,,expert,Hill2017,LingPy:SCA,,3:4
529,s a k ⁵⁵ + k a̰ ʔ ⁵⁵,113,s a k ⁵⁵ + k a̰ ʔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
529,s a k ⁵⁵ + k a̰ ʔ ⁵⁵,114,s a k ⁵⁵ + k a̰ ʔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1:2
545,n a u ³⁵,116,n a u - ³⁵,,expert,Hill2017,LingPy:SCA,,0:1
5600,n o ⁵³ + õ ∼ ²²,116,n o ⁵³ + õ ∼ ²²,,expert,Hill2017,LingPy:SCA,,0:1
5600,n o ⁵³ + õ ∼ ²²,117,n o ⁵³ + õ ∼ ²²,,expert,Hill2017,LingPy:SCA,,1:2
7233,n ə w ⁵³,116,n ə - w ⁵³,,expert,Hill2017,LingPy:SCA,,0:1
551,n u k ⁵⁵,116,n u - k ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
627,ts ă ³¹ + o i ³¹,137,ts ă ³¹ + o i ³¹,,expert,Hill2017,LingPy:SCA,,0:1
627,ts ă ³¹ + o i ³¹,138,ts ă ³¹ + o i ³¹,,expert,Hill2017,LingPy:SCA,,1:2
629,ts ŏ ²¹ + ʃ a ŋ ⁵¹,137,ts ŏ ²¹ + ʃ a ŋ ⁵¹,,expert,Hill2017,LingPy:SCA,,0:1
629,ts ŏ ²¹ + ʃ a ŋ ⁵¹,139,ts ŏ ²¹ + ʃ a ŋ ⁵¹,,expert,Hill2017,LingPy:SCA,,1:2
630,t ă ³¹ + ʃ ɔ̃ ∼ ⁵⁵,137,t ă ³¹ + ʃ ɔ̃ ∼ ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
630,t ă ³¹ + ʃ ɔ̃ ∼ ⁵⁵,139,t ă ³¹ + ʃ ɔ̃ ∼ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1:2
633,ts ɔ̆ ³⁵ + ʃ ɔ̃ ∼ ³¹,137,ts ɔ̆ ³⁵ + ʃ ɔ̃ ∼ ³¹,,expert,Hill2017,LingPy:SCA,,0:1
633,ts ɔ̆ ³⁵ + ʃ ɔ̃ ∼ ³¹,139,ts ɔ̆ ³⁵ + ʃ ɔ̃ ∼ ³¹,,expert,Hill2017,LingPy:SCA,,1:2
634,ts ɔ ³¹ + u i ³¹,137,ts ɔ ³¹ + u i ³¹,,expert,Hill2017,LingPy:SCA,,0:1
634,ts ɔ ³¹ + u i ³¹,138,ts ɔ ³¹ + u i ³¹,,expert,Hill2017,LingPy:SCA,,1:2
5577,k ɑ ⁵³ + l e ⁵⁵,1027,k ɑ ⁵³ + l e ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
5577,k ɑ ⁵³ + l e ⁵⁵,1028,k ɑ ⁵³ + l e ⁵⁵,,expert,Hill2017,LingPy:SCA,,1:2
660,x a n ³¹ + tɕ i n ³¹,150,x a n ³¹ + tɕ i n ³¹,,expert,Hill2017,LingPy:SCA,,0:1
660,x a n ³¹ + tɕ i n ³¹,151,x a n ³¹ + tɕ i n ³¹,,expert,Hill2017,LingPy:SCA,,1:2
663,m ṵ t ⁵⁵ + m a u ⁵⁵,1029,m ṵ t ⁵⁵ + m a u ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
663,m ṵ t ⁵⁵ + m a u ⁵⁵,592,m ṵ t ⁵⁵ + m a u ⁵⁵,,expert,Hill2017,LingPy:SCA,,1:2
664,tʃ a̰ m ⁵⁵,148,tʃ a̰ m ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
666,ts ɔ̰ m ⁵⁵ + m o u ⁵⁵,148,ts ɔ̰ m ⁵⁵ + m o u ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
666,ts ɔ̰ m ⁵⁵ + m o u ⁵⁵,592,ts ɔ̰ m ⁵⁵ + m o u ⁵⁵,,expert,Hill2017,LingPy:SCA,,1:2
667,tʃ a̰ m ³¹ + tʰ ɔ i ³⁵,148,tʃ a̰ m ³¹ + tʰ ɔ i ³⁵,,expert,Hill2017,LingPy:SCA,,0:1
667,tʃ a̰ m ³¹ + tʰ ɔ i ³⁵,1030,tʃ a̰ m ³¹ + tʰ ɔ i ³⁵,,expert,Hill2017,LingPy:SCA,,1:2
668,ç a ŋ ⁵⁵ + c i n ³¹,150,ç a ŋ ⁵⁵ + c i n ³¹,,expert,Hill2017,LingPy:SCA,,0:1
668,ç a ŋ ⁵⁵ + c i n ³¹,151,ç a ŋ ⁵⁵ + c i n ³¹,,expert,Hill2017,LingPy:SCA,,1:2
5276,t ẽ ∼ ²²,149,t ẽ ∼ ²²,,expert,Hill2017,LingPy:SCA,,0:1
7235,t i m,149,t i m -,,expert,Hill2017,LingPy:SCA,,0:1
6179,t a ³¹,693,t a ³¹,,expert,Hill2017,LingPy:SCA,,0:1
6123,j i ³¹ + ɲ ɔ ³¹ + ts ɔ ³¹,1225,j i ³¹ + ɲ ɔ ³¹ + ts ɔ ³¹,,expert,Hill2017,LingPy:SCA,,0:1
6123,j i ³¹ + ɲ ɔ ³¹ + ts ɔ ³¹,1226,j i ³¹ + ɲ ɔ ³¹ + ts ɔ ³¹,,expert,Hill2017,LingPy:SCA,,1:2
6123,j i ³¹ + ɲ ɔ ³¹ + ts ɔ ³¹,1230,j i ³¹ + ɲ ɔ ³¹ + ts ɔ ³¹,,expert,Hill2017,LingPy:SCA,,2:3
6256,ts a ŋ ³¹ + ʑ i ³¹,1228,ts a ŋ ³¹ + ʑ i ³¹,,expert,Hill2017,LingPy:SCA,,0:1
6256,ts a ŋ ³¹ + ʑ i ³¹,1229,ts a ŋ ³¹ + ʑ i ³¹,,expert,Hill2017,LingPy:SCA,,1:2
6257,ts o,1230,ts o,,expert,Hill2017,LingPy:SCA,,0:1
6320,m j i ³⁵ + ɣ ɛ ³⁵ + ts ɔ ³⁵,899,m j i ³⁵ + ɣ ɛ ³⁵ + ts ɔ ³⁵,,expert,Hill2017,LingPy:SCA,,0:1
6320,m j i ³⁵ + ɣ ɛ ³⁵ + ts ɔ ³⁵,910,m j i ³⁵ + ɣ ɛ ³⁵ + ts ɔ ³⁵,,expert,Hill2017,LingPy:SCA,,1:2
6320,m j i ³⁵ + ɣ ɛ ³⁵ + ts ɔ ³⁵,1230,m j i ³⁵ + ɣ ɛ ³⁵ + ts ɔ ³⁵,,expert,Hill2017,LingPy:SCA,,2:3
6415,m j i ²¹ + v e ²¹ + ts o ²¹,899,m j i ²¹ + v e ²¹ + ts o ²¹,,expert,Hill2017,LingPy:SCA,,0:1
6415,m j i ²¹ + v e ²¹ + ts o ²¹,910,m j i ²¹ + v e ²¹ + ts o ²¹,,expert,Hill2017,LingPy:SCA,,1:2
6415,m j i ²¹ + v e ²¹ + ts o ²¹,1230,m j i ²¹ + v e ²¹ + ts o ²¹,,expert,Hill2017,LingPy:SCA,,2:3
6559,tθ ɑ ⁵³ + m i ⁵⁵,1230,tθ ɑ ⁵³ - - + m i ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
6559,tθ ɑ ⁵³ + m i ⁵⁵,899,tθ ɑ ⁵³ - - + m i ⁵⁵,,expert,Hill2017,LingPy:SCA,,1:2
6596,m j i ³³ + ts o ³³,899,m j i ³³ + ts o ³³,,expert,Hill2017,LingPy:SCA,,0:1
6596,m j i ³³ + ts o ³³,1230,m j i ³³ + ts o ³³,,expert,Hill2017,LingPy:SCA,,1:2
7237,s a + m i ⁵⁵,1230,- - - s a + m i ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
7237,s a + m i ⁵⁵,899,- - - s a + m i ⁵⁵,,expert,Hill2017,LingPy:SCA,,1:2
7239,n̥ a ŋ ⁵⁵,390,n̥ a ŋ ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
6298,ŋ a̰ n ⁵¹,390,ŋ a̰ n ⁵¹,,expert,Hill2017,LingPy:SCA,,0:1
6212,ŋ a̰ ŋ ³¹,390,ŋ a̰ ŋ ³¹,,expert,Hill2017,LingPy:SCA,,0:1
6233,n̥ ɪ̃ ∼ ⁵⁵,390,n̥ ɪ̃ ∼ ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
6268,tsʰ e ³¹,100,tsʰ e ³¹,,expert,Hill2017,LingPy:SCA,,0:1
6487,ŋ a̰ n ³³ + tʃ u ⁵⁵,390,ŋ a̰ n ³³ + tʃ u ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
6487,ŋ a̰ n ³³ + tʃ u ⁵⁵,1317,ŋ a̰ n ³³ + tʃ u ⁵⁵,,expert,Hill2017,LingPy:SCA,,1:2
6544,tsʰ ɛ ³¹,100,tsʰ ɛ ³¹,,expert,Hill2017,LingPy:SCA,,0:1
6599,ŋ ɛ̰̃ ∼ ⁵⁵,390,ŋ ɛ̰̃ ∼ ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
957,kʰ u i ²¹,216,kʰ - u i ²¹,,expert,Hill2017,LingPy:SCA,,0:1
958,kʰ u i ³⁵,216,kʰ - u i ³⁵,,expert,Hill2017,LingPy:SCA,,0:1
964,f u i ³¹,216,f - u i ³¹,,expert,Hill2017,LingPy:SCA,,0:1
962,l ə̆ ³¹ + kʰ a ³⁵,1035,l ə̆ ³¹ + kʰ a ³⁵,,expert,Hill2017,LingPy:SCA,,0:1
962,l ə̆ ³¹ + kʰ a ³⁵,216,l ə̆ ³¹ + kʰ a ³⁵,,expert,Hill2017,LingPy:SCA,,1:2
5406,kʰ w e ⁵⁵,216,kʰ w e - ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
955,x u i ³¹,216,x - u i ³¹,,expert,Hill2017,LingPy:SCA,,0:1
961,kʰ u i ⁵⁵,216,kʰ - u i ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
7241,kʰ u j ⁵⁵,216,kʰ - u j ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
980,i t ⁵⁵ + m ɔ ʔ ⁵⁵,225,- i t ⁵⁵ - - + m ɔ ʔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
980,i t ⁵⁵ + m ɔ ʔ ⁵⁵,224,- i t ⁵⁵ - - + m ɔ ʔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1:2
981,j ṵ p ⁵⁵ + m o ʔ ²¹,225,j ṵ p ⁵⁵ - - + m o ʔ ²¹,,expert,Hill2017,LingPy:SCA,,0:1
981,j ṵ p ⁵⁵ + m o ʔ ²¹,224,j ṵ p ⁵⁵ - - + m o ʔ ²¹,,expert,Hill2017,LingPy:SCA,,1:2
982,j a̰ p ⁵⁵ + m a ʔ ⁵⁵,225,j a̰ p ⁵⁵ - - + m a ʔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
982,j a̰ p ⁵⁵ + m a ʔ ⁵⁵,224,j a̰ p ⁵⁵ - - + m a ʔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1:2
983,j ɔ̰ p ⁵⁵ + m ɔ ʔ ³¹,225,j ɔ̰ p ⁵⁵ - - + m ɔ ʔ ³¹,,expert,Hill2017,LingPy:SCA,,0:1
983,j ɔ̰ p ⁵⁵ + m ɔ ʔ ³¹,224,j ɔ̰ p ⁵⁵ - - + m ɔ ʔ ³¹,,expert,Hill2017,LingPy:SCA,,1:2
984,j a̰ p ³¹ + m ɔ ʔ ³¹,225,j a̰ p ³¹ - - + m ɔ ʔ ³¹,,expert,Hill2017,LingPy:SCA,,0:1
984,j a̰ p ³¹ + m ɔ ʔ ³¹,224,j a̰ p ³¹ - - + m ɔ ʔ ³¹,,expert,Hill2017,LingPy:SCA,,1:2
985,i n ³¹ + m ɔ ʔ ⁵⁵,225,- i n ³¹ - - + m ɔ ʔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
985,i n ³¹ + m ɔ ʔ ⁵⁵,224,- i n ³¹ - - + m ɔ ʔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1:2
5255,e ʔ ⁴ + m ɛ ʔ ⁴,225,- e ʔ ⁴ - - + m ɛ ʔ ⁴,,expert,Hill2017,LingPy:SCA,,0:1
5255,e ʔ ⁴ + m ɛ ʔ ⁴,224,- e ʔ ⁴ - - + m ɛ ʔ ⁴,,expert,Hill2017,LingPy:SCA,,1:2
7243,i p + m a k,225,- - - - i p + m a k -,,expert,Hill2017,LingPy:SCA,,0:1
7243,i p + m a k,224,- - - - i p + m a k -,,expert,Hill2017,LingPy:SCA,,1:2
1089,n̥ʲ o n ⁵⁵ + m ɔ k ³⁵,1038,n̥ʲ o n ⁵⁵ + m ɔ k ³⁵,,expert,Hill2017,LingPy:SCA,,0:1
1089,n̥ʲ o n ⁵⁵ + m ɔ k ³⁵,1039,n̥ʲ o n ⁵⁵ + m ɔ k ³⁵,,expert,Hill2017,LingPy:SCA,,1:2
1091,pʰ u i ²¹ + l a̰ u ⁵¹,240,pʰ u i ²¹ + l a̰ - u ⁵¹,,expert,Hill2017,LingPy:SCA,,0:1
1091,pʰ u i ²¹ + l a̰ u ⁵¹,241,pʰ u i ²¹ + l a̰ - u ⁵¹,,expert,Hill2017,LingPy:SCA,,1:2
1092,pʰ ə̆ ³¹ + l a u ⁵⁵,240,pʰ ə̆ - ³¹ + l a - u ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
1092,pʰ ə̆ ³¹ + l a u ⁵⁵,241,pʰ ə̆ - ³¹ + l a - u ⁵⁵,,expert,Hill2017,LingPy:SCA,,1:2
1093,pʰ ə̆ ⁵⁵ + l o̰ u ³³,240,pʰ ə̆ - ⁵⁵ + l o̰ - u ³³,,expert,Hill2017,LingPy:SCA,,0:1
1093,pʰ ə̆ ⁵⁵ + l o̰ u ³³,241,pʰ ə̆ - ⁵⁵ + l o̰ - u ³³,,expert,Hill2017,LingPy:SCA,,1:2
1094,pʰ ɔ̆ i ³⁵ + l ṵ k ³¹,240,pʰ ɔ̆ i ³⁵ + l ṵ k - ³¹,,expert,Hill2017,LingPy:SCA,,0:1
1094,pʰ ɔ̆ i ³⁵ + l ṵ k ³¹,241,pʰ ɔ̆ i ³⁵ + l ṵ k - ³¹,,expert,Hill2017,LingPy:SCA,,1:2
5441,pʰ õ ∼ ²²,240,pʰ õ ∼ ²²,,expert,Hill2017,LingPy:SCA,,0:1
7245,pʰ u n,240,pʰ u n -,,expert,Hill2017,LingPy:SCA,,0:1
1097,n i ³¹ + ʈʂʰ u a ³¹,242,n i ³¹ + ʈʂʰ u a ³¹,,expert,Hill2017,LingPy:SCA,,0:1
1097,n i ³¹ + ʈʂʰ u a ³¹,244,n i ³¹ + ʈʂʰ u a ³¹,,expert,Hill2017,LingPy:SCA,,1:2
1100,n ŏ ²¹ + pʰ j o ²¹,242,n ŏ ²¹ + pʰ j o ²¹,,expert,Hill2017,LingPy:SCA,,0:1
1100,n ŏ ²¹ + pʰ j o ²¹,1040,n ŏ ²¹ + pʰ j o ²¹,,expert,Hill2017,LingPy:SCA,,1:2
1103,n ə̆ ³¹ + kʰ j ɛ ʔ ⁵⁵,242,n ə̆ ³¹ + kʰ j ɛ ʔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
1103,n ə̆ ³¹ + kʰ j ɛ ʔ ⁵⁵,243,n ə̆ ³¹ + kʰ j ɛ ʔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1:2
1108,n ə̆ ³³ + kʰ j a p ⁵⁵,242,n ə̆ ³³ + kʰ j a p ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
1108,n ə̆ ³³ + kʰ j a p ⁵⁵,243,n ə̆ ³³ + kʰ j a p ⁵⁵,,expert,Hill2017,LingPy:SCA,,1:2
5556,n ɑ ⁵⁵,242,n ɑ ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
1111,n ə̆ ³¹ + kʰ j ɛ ʔ ⁵⁵,242,n ə̆ ³¹ + kʰ j ɛ ʔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
1111,n ə̆ ³¹ + kʰ j ɛ ʔ ⁵⁵,243,n ə̆ ³¹ + kʰ j ɛ ʔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1:2
1113,n̥ a ³¹ + ʈʂʰ ɔ ³¹,242,n̥ a ³¹ + ʈʂʰ ɔ - ³¹,,expert,Hill2017,LingPy:SCA,,0:1
1113,n̥ a ³¹ + ʈʂʰ ɔ ³¹,244,n̥ a ³¹ + ʈʂʰ ɔ - ³¹,,expert,Hill2017,LingPy:SCA,,1:2
7247,n a ⁵⁵ + r o k,242,n a ⁵⁵ + r o k,,expert,Hill2017,LingPy:SCA,,0:1
7247,n a ⁵⁵ + r o k,1365,n a ⁵⁵ + r o k,,expert,Hill2017,LingPy:SCA,,1:2
7249,m l i j,1168,m l i j -,,expert,Hill2017,LingPy:SCA,,0:1
5619,m j e ²²,1168,m j e - ²²,,expert,Hill2017,LingPy:SCA,,0:1
3919,m i ⁵⁵,1168,m - i - ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
3920,m j i ⁵⁵ + ts ḛ ²¹,1168,m j i - ⁵⁵ + ts ḛ - ²¹,,expert,Hill2017,LingPy:SCA,,0:1
3920,m j i ⁵⁵ + ts ḛ ²¹,691,m j i - ⁵⁵ + ts ḛ - ²¹,,expert,Hill2017,LingPy:SCA,,1:2
3921,m i ⁵⁵ + k a u ŋ ⁵⁵,1168,m i ⁵⁵ + k a u ŋ ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
3921,m i ⁵⁵ + k a u ŋ ⁵⁵,1167,m i ⁵⁵ + k a u ŋ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1:2
3922,m j ḭ ³¹ + ts e i ⁵⁵,1168,m j ḭ - ³¹ + ts e i ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
3922,m j ḭ ³¹ + ts e i ⁵⁵,691,m j ḭ - ³¹ + ts e i ⁵⁵,,expert,Hill2017,LingPy:SCA,,1:2
3923,m j i k ³¹ + ts a̰ i ³⁵,1168,m j i k ³¹ + ts a̰ i ³⁵,,expert,Hill2017,LingPy:SCA,,0:1
3923,m j i k ³¹ + ts a̰ i ³⁵,691,m j i k ³¹ + ts a̰ i ³⁵,,expert,Hill2017,LingPy:SCA,,1:2
3924,m̥ i ⁵⁵,1168,m̥ - i - ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
6134,v u ʔ ³¹ + t i ³¹,964,v u ʔ ³¹ + t - i ³¹,,expert,Hill2017,LingPy:SCA,,0:1
6134,v u ʔ ³¹ + t i ³¹,963,v u ʔ ³¹ + t - i ³¹,,expert,Hill2017,LingPy:SCA,,1:2
6196,t a ⁵⁵,963,t a ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
6249,v a ʔ ³¹ + t a i ⁵⁵,964,v a ʔ ³¹ + t a i ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
6249,v a ʔ ³¹ + t a i ⁵⁵,963,v a ʔ ³¹ + t a i ⁵⁵,,expert,Hill2017,LingPy:SCA,,1:2
6421,t i ²²,963,t i ²²,,expert,Hill2017,LingPy:SCA,,0:1
6638,t a ⁵⁵,963,t a ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
6646,tʃ ḭ ⁵⁵ + tʃ ḭ n ⁵⁵,1239,tʃ ḭ ⁵⁵ + tʃ ḭ n ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
6646,tʃ ḭ ⁵⁵ + tʃ ḭ n ⁵⁵,1240,tʃ ḭ ⁵⁵ + tʃ ḭ n ⁵⁵,,expert,Hill2017,LingPy:SCA,,1:2
6406,v ɔ ʔ ³¹ + t ɔ i ³¹,964,v ɔ ʔ ³¹ + t ɔ i ³¹,,expert,Hill2017,LingPy:SCA,,0:1
6406,v ɔ ʔ ³¹ + t ɔ i ³¹,963,v ɔ ʔ ³¹ + t ɔ i ³¹,,expert,Hill2017,LingPy:SCA,,1:2
1140,ṵ ³⁵,246,- ṵ ³⁵,,expert,Hill2017,LingPy:SCA,,0:1
1144,a̰ u ⁵⁵,246,a̰ u ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
5427,u ⁵³,246,- u ⁵³,,expert,Hill2017,LingPy:SCA,,0:1
7251,u,246,- u -,,expert,Hill2017,LingPy:SCA,,0:1
1177,m j a ʔ ³¹ + tʃ ɿ ³⁵,250,m j a ʔ ³¹ + tʃ ɿ - ³⁵,,expert,Hill2017,LingPy:SCA,,0:1
1177,m j a ʔ ³¹ + tʃ ɿ ³⁵,1041,m j a ʔ ³¹ + tʃ ɿ - ³⁵,,expert,Hill2017,LingPy:SCA,,1:2
1184,m j ɔ ʔ ³¹ + tʃ i k ⁵⁵,250,m j ɔ ʔ ³¹ + tʃ i k ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
1184,m j ɔ ʔ ³¹ + tʃ i k ⁵⁵,1041,m j ɔ ʔ ³¹ + tʃ i k ⁵⁵,,expert,Hill2017,LingPy:SCA,,1:2
5494,m j ɛ ʔ ⁴ + s i ⁵³,250,m j ɛ ʔ ⁴ + s i - ⁵³,,expert,Hill2017,LingPy:SCA,,0:1
5494,m j ɛ ʔ ⁴ + s i ⁵³,1041,m j ɛ ʔ ⁴ + s i - ⁵³,,expert,Hill2017,LingPy:SCA,,1:2
7253,m j a k,250,m j a k,,expert,Hill2017,LingPy:SCA,,0:1
5527,ɑ ⁵³ + pʰ e ²²,269,ɑ ⁵³ - + pʰ e - ²²,,expert,Hill2017,LingPy:SCA,,0:1
5527,ɑ ⁵³ + pʰ e ²²,271,ɑ ⁵³ - + pʰ e - ²²,,expert,Hill2017,LingPy:SCA,,1:2
1273,t e ʔ ⁵⁵,1042,t e ʔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
1277,a ³¹ + v a ⁵⁵,269,a ³¹ + v a ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
1277,a ³¹ + v a ⁵⁵,272,a ³¹ + v a ⁵⁵,,expert,Hill2017,LingPy:SCA,,1:2
1280,a ⁵⁵ + pʰ o ⁵³,269,a ⁵⁵ - + pʰ o - ⁵³,,expert,Hill2017,LingPy:SCA,,0:1
1280,a ⁵⁵ + pʰ o ⁵³,271,a ⁵⁵ - + pʰ o - ⁵³,,expert,Hill2017,LingPy:SCA,,1:2
1276,a ⁵⁵ + v a ²¹,269,a ⁵⁵ + v a ²¹,,expert,Hill2017,LingPy:SCA,,0:1
1276,a ⁵⁵ + v a ²¹,272,a ⁵⁵ + v a ²¹,,expert,Hill2017,LingPy:SCA,,1:2
7255,a + pʰ i j,269,- - a + pʰ i j -,,expert,Hill2017,LingPy:SCA,,0:1
7255,a + pʰ i j,271,- - a + pʰ i j -,,expert,Hill2017,LingPy:SCA,,1:2
1281,a ⁵⁵ + pʰ ɔ ⁵⁵,269,a ⁵⁵ - + pʰ ɔ - ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
1281,a ⁵⁵ + pʰ ɔ ⁵⁵,271,a ⁵⁵ - + pʰ ɔ - ⁵⁵,,expert,Hill2017,LingPy:SCA,,1:2
1283,p o ³¹,271,p o ³¹,,expert,Hill2017,LingPy:SCA,,0:1
1298,a ³¹ + m u i ³¹,1044,a ³¹ - + m u i ³¹,,expert,Hill2017,LingPy:SCA,,0:1
1298,a ³¹ + m u i ³¹,1043,a ³¹ - + m u i ³¹,,expert,Hill2017,LingPy:SCA,,1:2
1299,ʃ ŏ ²¹ + m a u ⁵⁵,1046,ʃ ŏ ²¹ + m a - u ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
1299,ʃ ŏ ²¹ + m a u ⁵⁵,1043,ʃ ŏ ²¹ + m a - u ⁵⁵,,expert,Hill2017,LingPy:SCA,,1:2
1301,a ³¹ + m a u ³⁵,1044,a ³¹ - + m a u ³⁵,,expert,Hill2017,LingPy:SCA,,0:1
1301,a ³¹ + m a u ³⁵,1043,a ³¹ - + m a u ³⁵,,expert,Hill2017,LingPy:SCA,,1:2
1303,s ŏ ⁵⁵ + m o u ⁵⁵,1046,s ŏ ⁵⁵ + m o - u ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
1303,s ŏ ⁵⁵ + m o u ⁵⁵,1043,s ŏ ⁵⁵ + m o - u ⁵⁵,,expert,Hill2017,LingPy:SCA,,1:2
5607,ŋ̊ ɛ ʔ ⁴ + m w e ⁵⁵,1045,ŋ̊ ɛ ʔ ⁴ + m w e ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
5607,ŋ̊ ɛ ʔ ⁴ + m w e ⁵⁵,1043,ŋ̊ ɛ ʔ ⁴ + m w e ⁵⁵,,expert,Hill2017,LingPy:SCA,,1:2
7257,a + m u j ⁵⁵,1044,- - a + m u j ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
7257,a + m u j ⁵⁵,1043,- - a + m u j ⁵⁵,,expert,Hill2017,LingPy:SCA,,1:2
1305,ʃ ɔ̆ ³⁵ + m u k ⁵⁵,1046,ʃ ɔ̆ ³⁵ + m u k - ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
1305,ʃ ɔ̆ ³⁵ + m u k ⁵⁵,1043,ʃ ɔ̆ ³⁵ + m u k - ⁵⁵,,expert,Hill2017,LingPy:SCA,,1:2
1401,m j i ³⁵,1047,m j i ³⁵,,expert,Hill2017,LingPy:SCA,,0:1
1403,n̩ ⁵⁵ + p u i ³¹,1048,n̩ ⁵⁵ + p u i ³¹,,expert,Hill2017,LingPy:SCA,,0:1
