Form_ID,Form,Cognateset_ID,Alignment,Doubt,Cognate_detection_method,Cognate_source,Alignment_method,Alignment_source,Segment_slice
5613,t ɑ̃ u ∼ ²²,474,t ɑ̃ u ∼ ²²,,expert,Hill2017,LingPy:SCA,,0:1
2641,p u m ⁵⁵,1111,p u m ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
2644,p u m ⁵¹,1111,p u m ⁵¹,,expert,Hill2017,LingPy:SCA,,0:1
2646,p a m ⁵⁵,1111,p a m ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
2649,p ɔ m ³¹,1111,p ɔ m ³¹,,expert,Hill2017,LingPy:SCA,,0:1
2650,p a m ³¹,1111,p a m ³¹,,expert,Hill2017,LingPy:SCA,,0:1
2652,p u m ⁵⁵,1111,p u m ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
7330,t ʊ ŋ,474,t ʊ - ŋ -,,expert,Hill2017,LingPy:SCA,,0:1
6185,k ʐ o ʔ ⁵⁵,74,k ʐ o ʔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
6175,k ʐ o ʔ ⁵⁵,74,k ʐ o ʔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
6226,ɣ ɔ ʔ ³¹ + n a ʔ ³¹,74,ɣ - ɔ ʔ ³¹ + n a ʔ ³¹,,expert,Hill2017,LingPy:SCA,,0:1
6226,ɣ ɔ ʔ ³¹ + n a ʔ ³¹,92,ɣ - ɔ ʔ ³¹ + n a ʔ ³¹,,expert,Hill2017,LingPy:SCA,,1:2
6407,tɕ w ɛ ʔ ⁴,74,tɕ w ɛ ʔ ⁴,,expert,Hill2017,LingPy:SCA,,0:1
6461,ŋ ĕ ²¹ + n o ʔ ²¹,1296,ŋ ĕ ²¹ + n o ʔ ²¹,,expert,Hill2017,LingPy:SCA,,0:1
6461,ŋ ĕ ²¹ + n o ʔ ²¹,92,ŋ ĕ ²¹ + n o ʔ ²¹,,expert,Hill2017,LingPy:SCA,,1:2
6566,ɣ u k ³¹ + n ɔ ʔ ³¹,74,ɣ - u k ³¹ + n ɔ ʔ ³¹,,expert,Hill2017,LingPy:SCA,,0:1
6566,ɣ u k ³¹ + n ɔ ʔ ³¹,92,ɣ - u k ³¹ + n ɔ ʔ ³¹,,expert,Hill2017,LingPy:SCA,,1:2
6647,k j ĭ ²¹ + n ɔ ʔ ³¹,74,k j ĭ - ²¹ + n ɔ ʔ ³¹,,expert,Hill2017,LingPy:SCA,,0:1
6647,k j ĭ ²¹ + n ɔ ʔ ³¹,92,k j ĭ - ²¹ + n ɔ ʔ ³¹,,expert,Hill2017,LingPy:SCA,,1:2
7332,k r o k,74,k r o k -,,expert,Hill2017,LingPy:SCA,,0:1
5298,p ɑ ⁵⁵ + s ɑ ʔ ⁴,1113,p ɑ ⁵⁵ + s ɑ ʔ ⁴,,expert,Hill2017,LingPy:SCA,,0:1
5298,p ɑ ⁵⁵ + s ɑ ʔ ⁴,481,p ɑ ⁵⁵ + s ɑ ʔ ⁴,,expert,Hill2017,LingPy:SCA,,1:2
2662,n̥ʲ o t ⁵³,1112,n̥ʲ o t ⁵³,,expert,Hill2017,LingPy:SCA,,0:1
2667,n ɔ̰ t ⁵⁵,1112,n ɔ̰ t ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
2671,n a̰ t ⁵⁵,1112,n a̰ t ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
7334,p a ⁵⁵ + ts a p,1113,p a ⁵⁵ + ts a p -,,expert,Hill2017,LingPy:SCA,,0:1
7334,p a ⁵⁵ + ts a p,481,p a ⁵⁵ + ts a p -,,expert,Hill2017,LingPy:SCA,,1:2
7336,n̥ u t,1112,n̥ u t -,,expert,Hill2017,LingPy:SCA,,0:1
6225,m j i k ³¹ + ts a̰ i ³⁵,690,m j i k ³¹ + ts a̰ i ³⁵,,expert,Hill2017,LingPy:SCA,,0:1
6225,m j i k ³¹ + ts a̰ i ³⁵,691,m j i k ³¹ + ts a̰ i ³⁵,,expert,Hill2017,LingPy:SCA,,1:2
6244,k ə̰ ⁵⁵ + n a̰ ²¹,1326,k ə̰ ⁵⁵ + n a̰ ²¹,,expert,Hill2017,LingPy:SCA,,0:1
6244,k ə̰ ⁵⁵ + n a̰ ²¹,1327,k ə̰ ⁵⁵ + n a̰ ²¹,,expert,Hill2017,LingPy:SCA,,1:2
6246,ɕ ũ ∼ ⁵³,119,ɕ ũ ∼ ⁵³,,expert,Hill2017,LingPy:SCA,,0:1
6293,tʰ ɔ m ⁵⁵ + p ɔ p ³¹,119,tʰ ɔ m ⁵⁵ + p ɔ p ³¹,,expert,Hill2017,LingPy:SCA,,0:1
6293,tʰ ɔ m ⁵⁵ + p ɔ p ³¹,1328,tʰ ɔ m ⁵⁵ + p ɔ p ³¹,,expert,Hill2017,LingPy:SCA,,1:2
6424,n̥ʲ o n ⁵⁵ + p e n ³¹,118,n̥ʲ o n ⁵⁵ + p e n ³¹,,expert,Hill2017,LingPy:SCA,,0:1
6424,n̥ʲ o n ⁵⁵ + p e n ³¹,1329,n̥ʲ o n ⁵⁵ + p e n ³¹,,expert,Hill2017,LingPy:SCA,,1:2
6557,ɲ̇ o n ⁵⁵,118,ɲ̇ o n ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
6615,ts ə̆ ⁵⁵ + ŋ j a̰ ʔ ⁵⁵,691,ts ə̆ ⁵⁵ + ŋ j a̰ ʔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
6615,ts ə̆ ⁵⁵ + ŋ j a̰ ʔ ⁵⁵,1330,ts ə̆ ⁵⁵ + ŋ j a̰ ʔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1:2
5318,l ɛ ʔ ⁴ + tθ ɛ ⁵⁵,143,l ɛ ʔ ⁴ - - - + tθ ɛ - ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
5318,l ɛ ʔ ⁴ + tθ ɛ ⁵⁵,1114,l ɛ ʔ ⁴ - - - + tθ ɛ - ⁵⁵,,expert,Hill2017,LingPy:SCA,,1:2
2692,l ɔ ʔ ⁵⁵ + ʂ ə ŋ ³¹,143,l ɔ ʔ ⁵⁵ - - - + ʂ ə ŋ ³¹,,expert,Hill2017,LingPy:SCA,,0:1
2692,l ɔ ʔ ⁵⁵ + ʂ ə ŋ ³¹,1114,l ɔ ʔ ⁵⁵ - - - + ʂ ə ŋ ³¹,,expert,Hill2017,LingPy:SCA,,1:2
2694,l o ʔ ²¹ + s i ŋ ²¹,143,l o ʔ ²¹ - - - + s i ŋ ²¹,,expert,Hill2017,LingPy:SCA,,0:1
2694,l o ʔ ²¹ + s i ŋ ²¹,1114,l o ʔ ²¹ - - - + s i ŋ ²¹,,expert,Hill2017,LingPy:SCA,,1:2
2696,l a ʔ ³¹ + s a ŋ ³⁵,143,l a ʔ ³¹ - - - + s a ŋ ³⁵,,expert,Hill2017,LingPy:SCA,,0:1
2696,l a ʔ ³¹ + s a ŋ ³⁵,1114,l a ʔ ³¹ - - - + s a ŋ ³⁵,,expert,Hill2017,LingPy:SCA,,1:2
2697,l ɔ ʔ ³¹ + s ə̰ ŋ ⁵⁵,143,l ɔ ʔ ³¹ - - - + s ə̰ ŋ ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
2697,l ɔ ʔ ³¹ + s ə̰ ŋ ⁵⁵,1114,l ɔ ʔ ³¹ - - - + s ə̰ ŋ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1:2
2699,l ɔ ʔ ³¹ + s a ŋ ³⁵,143,l ɔ ʔ ³¹ - - - + s a ŋ ³⁵,,expert,Hill2017,LingPy:SCA,,0:1
2699,l ɔ ʔ ³¹ + s a ŋ ³⁵,1114,l ɔ ʔ ³¹ - - - + s a ŋ ³⁵,,expert,Hill2017,LingPy:SCA,,1:2
2701,l ɔ ʔ ⁵⁵ + ʂ ɯ ŋ ³¹,143,l ɔ ʔ ⁵⁵ - - - + ʂ ɯ ŋ ³¹,,expert,Hill2017,LingPy:SCA,,0:1
2701,l ɔ ʔ ⁵⁵ + ʂ ɯ ŋ ³¹,1114,l ɔ ʔ ⁵⁵ - - - + ʂ ɯ ŋ ³¹,,expert,Hill2017,LingPy:SCA,,1:2
7339,l a k + s a nʲ ⁵⁵,143,- - - - l a k + s a nʲ ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
7339,l a k + s a nʲ ⁵⁵,1114,- - - - l a k + s a nʲ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1:2
5530,n ɑ ²² + m ɛ ²²,1115,n ɑ ²² + m ɛ ²²,,expert,Hill2017,LingPy:SCA,,0:1
5530,n ɑ ²² + m ɛ ²²,486,n ɑ ²² + m ɛ ²²,,expert,Hill2017,LingPy:SCA,,1:2
2716,a ³¹ + nʲ i ŋ ⁵⁵,1116,a ³¹ - + nʲ i ŋ ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
2716,a ³¹ + nʲ i ŋ ⁵⁵,486,a ³¹ - + nʲ i ŋ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1:2
2718,m j i ŋ ⁵¹,486,m j i ŋ ⁵¹,,expert,Hill2017,LingPy:SCA,,0:1
2719,m a ŋ ⁵⁵,486,m - a ŋ ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
2722,m j i ŋ ³¹,486,m j i ŋ ³¹,,expert,Hill2017,LingPy:SCA,,0:1
2723,m a ŋ ³¹,486,m - a ŋ ³¹,,expert,Hill2017,LingPy:SCA,,0:1
2724,a ³¹ + n i ŋ ⁵⁵,1116,a ³¹ - + n i ŋ ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
2724,a ³¹ + n i ŋ ⁵⁵,486,a ³¹ - + n i ŋ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1:2
5529,n ɑ ²² + m i ²²,1115,n ɑ ²² + m i ²²,,expert,Hill2017,LingPy:SCA,,0:1
5529,n ɑ ²² + m i ²²,486,n ɑ ²² + m i ²²,,expert,Hill2017,LingPy:SCA,,1:2
7341,a + m a nʲ,1116,- - a + m a nʲ -,,expert,Hill2017,LingPy:SCA,,0:1
7341,a + m a nʲ,486,- - a + m a nʲ -,,expert,Hill2017,LingPy:SCA,,1:2
5629,l ɛ ²² + p ĩ ∼ ⁵⁵,503,l ɛ ²² + p ĩ ∼ ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
5629,l ɛ ²² + p ĩ ∼ ⁵⁵,505,l ɛ ²² + p ĩ ∼ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1:2
2781,l a ŋ ³¹ + ts ə ŋ ³¹,503,l a ŋ ³¹ + ts ə ŋ ³¹,,expert,Hill2017,LingPy:SCA,,0:1
2781,l a ŋ ³¹ + ts ə ŋ ³¹,504,l a ŋ ³¹ + ts ə ŋ ³¹,,expert,Hill2017,LingPy:SCA,,1:2
2786,l a ŋ ⁵⁵ + t a ŋ ³¹,503,l a ŋ ⁵⁵ + t a ŋ ³¹,,expert,Hill2017,LingPy:SCA,,0:1
2786,l a ŋ ⁵⁵ + t a ŋ ³¹,504,l a ŋ ⁵⁵ + t a ŋ ³¹,,expert,Hill2017,LingPy:SCA,,1:2
2792,l a ŋ ³¹ + ts a ŋ ³⁵,503,l a ŋ ³¹ + ts a ŋ ³⁵,,expert,Hill2017,LingPy:SCA,,0:1
2792,l a ŋ ³¹ + ts a ŋ ³⁵,504,l a ŋ ³¹ + ts a ŋ ³⁵,,expert,Hill2017,LingPy:SCA,,1:2
7343,l a nʲ,503,l a nʲ,,expert,Hill2017,LingPy:SCA,,0:1
2805,ŋ ɛ̰ ʔ ⁵⁵,508,ŋ ɛ̰ ʔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
5347,ɑ ʔ ⁴,508,- ɑ ʔ ⁴,,expert,Hill2017,LingPy:SCA,,0:1
2798,a p ⁵⁵,508,- a p ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
2800,a p ⁵⁵,508,- a p ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
2801,ŋ ɛ̰ ʔ ⁵⁵,508,ŋ ɛ̰ ʔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
2804,ŋ a̰ p ⁵⁵,508,ŋ a̰ p ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
2806,a p ⁵⁵,508,- a p ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
7345,a p,508,- a p -,,expert,Hill2017,LingPy:SCA,,0:1
6191,ʂ a n ³¹ + u ³¹,445,ʂ a n ³¹ + u - ³¹,,expert,Hill2017,LingPy:SCA,,0:1
6191,ʂ a n ³¹ + u ³¹,1306,ʂ a n ³¹ + u - ³¹,,expert,Hill2017,LingPy:SCA,,1:2
6206,ʃ ɛ̰ n ⁵⁵ + u ⁵³,445,ʃ ɛ̰ n ⁵⁵ + u - ⁵³,,expert,Hill2017,LingPy:SCA,,0:1
6206,ʃ ɛ̰ n ⁵⁵ + u ⁵³,1306,ʃ ɛ̰ n ⁵⁵ + u - ⁵³,,expert,Hill2017,LingPy:SCA,,1:2
6245,ʃ ɔ n ³⁵ + ṵ ³⁵,445,ʃ ɔ n ³⁵ + ṵ - ³⁵,,expert,Hill2017,LingPy:SCA,,0:1
6245,ʃ ɔ n ³⁵ + ṵ ³⁵,1306,ʃ ɔ n ³⁵ + ṵ - ³⁵,,expert,Hill2017,LingPy:SCA,,1:2
6335,ʂ a n ³¹ + u ʔ ³¹,445,ʂ a n ³¹ + u ʔ ³¹,,expert,Hill2017,LingPy:SCA,,0:1
6335,ʂ a n ³¹ + u ʔ ³¹,1306,ʂ a n ³¹ + u ʔ ³¹,,expert,Hill2017,LingPy:SCA,,1:2
6401,ʃ i ŋ ³⁵ + a̰ u ⁵⁵,445,ʃ i ŋ ³⁵ + a̰ u ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
6401,ʃ i ŋ ³⁵ + a̰ u ⁵⁵,1306,ʃ i ŋ ³⁵ + a̰ u ⁵⁵,,expert,Hill2017,LingPy:SCA,,1:2
6417,tθ ɑ̃ ∼ ⁵⁵ + u ⁵³,445,tθ ɑ̃ ∼ ⁵⁵ + u - ⁵³,,expert,Hill2017,LingPy:SCA,,0:1
6417,tθ ɑ̃ ∼ ⁵⁵ + u ⁵³,1306,tθ ɑ̃ ∼ ⁵⁵ + u - ⁵³,,expert,Hill2017,LingPy:SCA,,1:2
6479,ʃ i n ²¹ + u ⁵⁵,445,ʃ i n ²¹ + u - ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
6479,ʃ i n ²¹ + u ⁵⁵,1306,ʃ i n ²¹ + u - ⁵⁵,,expert,Hill2017,LingPy:SCA,,1:2
5337,n̥ ɑ ²² + kʰ ɑ̃ u ∼ ⁵⁵,516,n̥ ɑ ²² + kʰ ɑ̃ u ∼ ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
5337,n̥ ɑ ²² + kʰ ɑ̃ u ∼ ⁵⁵,517,n̥ ɑ ²² + kʰ ɑ̃ u ∼ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1:2
2860,n a̰ ⁵⁵,516,n a̰ - ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
2866,n ɔ̰ ³¹,516,n ɔ̰ - ³¹,,expert,Hill2017,LingPy:SCA,,0:1
7347,n̥ a ²²,516,n̥ a - ²²,,expert,Hill2017,LingPy:SCA,,0:1
2854,n̥ʲ ɔ ŋ ⁵⁵,516,n̥ʲ ɔ ŋ ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
5257,pʰ j ɑ̃ ∼ ²²,1121,pʰ j ɑ̃ ∼ ²²,,expert,Hill2017,LingPy:SCA,,0:1
2964,s a m ⁵⁵,537,s a m ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
2966,x a m ⁵¹,537,x a m ⁵¹,,expert,Hill2017,LingPy:SCA,,0:1
2967,x ɛ̃ ∼ ⁵⁵,537,x ɛ̃ ∼ ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
2970,ʃ a̰ m ³³,537,ʃ a̰ m ³³,,expert,Hill2017,LingPy:SCA,,0:1
2971,x ɛ̃ ∼ ³¹,537,x ɛ̃ ∼ ³¹,,expert,Hill2017,LingPy:SCA,,0:1
2972,t i ⁵⁵ + k ʐ o ŋ ⁵⁵,867,t i ⁵⁵ + k ʐ o ŋ ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
2972,t i ⁵⁵ + k ʐ o ŋ ⁵⁵,1120,t i ⁵⁵ + k ʐ o ŋ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1:2
7349,pʰ j a m,1121,pʰ j a m -,,expert,Hill2017,LingPy:SCA,,0:1
5536,w ɛ ʔ ⁴,552,w ɛ ʔ ⁴,,expert,Hill2017,LingPy:SCA,,0:1
3027,v a ʔ ²¹,552,v a ʔ ²¹,,expert,Hill2017,LingPy:SCA,,0:1
3031,v u ʔ ³¹,552,v u ʔ ³¹,,expert,Hill2017,LingPy:SCA,,0:1
3025,o ʔ ⁵⁵,552,- o ʔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
3028,v a ʔ ³¹,552,v a ʔ ³¹,,expert,Hill2017,LingPy:SCA,,0:1
3032,v ɔ ʔ ³¹,552,v ɔ ʔ ³¹,,expert,Hill2017,LingPy:SCA,,0:1
3033,o ʔ ⁵⁵,552,- o ʔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
7351,w a k,552,w a k -,,expert,Hill2017,LingPy:SCA,,0:1
5281,m o ⁵⁵,1129,m o - ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
3236,m a u ³¹ + ʐ o ⁵⁵,1129,m a u ³¹ + ʐ o ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
3236,m a u ³¹ + ʐ o ⁵⁵,1128,m a u ³¹ + ʐ o ⁵⁵,,expert,Hill2017,LingPy:SCA,,1:2
3239,m a u ²¹,1129,m a u ²¹,,expert,Hill2017,LingPy:SCA,,0:1
3242,m a u ³¹ + ɣ ɔ ⁵⁵,1129,m a u ³¹ + ɣ ɔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
3242,m a u ³¹ + ɣ ɔ ⁵⁵,1128,m a u ³¹ + ɣ ɔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1:2
3246,m o u ³³ + w ɔ ³¹,1129,m o u ³³ + w ɔ ³¹,,expert,Hill2017,LingPy:SCA,,0:1
3246,m o u ³³ + w ɔ ³¹,1128,m o u ³³ + w ɔ ³¹,,expert,Hill2017,LingPy:SCA,,1:2
3248,m u k ⁵⁵,1129,m u k ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
3250,m a u ³¹ + ʐ o ⁵⁵,1129,m a u ³¹ + ʐ o ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
3250,m a u ³¹ + ʐ o ⁵⁵,1128,m a u ³¹ + ʐ o ⁵⁵,,expert,Hill2017,LingPy:SCA,,1:2
7353,r o,1128,r o,,expert,Hill2017,LingPy:SCA,,0:1
6143,l̥ ɿ ⁵⁵ + ɲ̊ ɔ ʔ ⁵⁵ + l̥ a ŋ ³¹ + k a m ⁵⁵,1254,l̥ ɿ ⁵⁵ + ɲ̊ ɔ ʔ ⁵⁵ + l̥ a ŋ ³¹ + k a m ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
6143,l̥ ɿ ⁵⁵ + ɲ̊ ɔ ʔ ⁵⁵ + l̥ a ŋ ³¹ + k a m ⁵⁵,1008,l̥ ɿ ⁵⁵ + ɲ̊ ɔ ʔ ⁵⁵ + l̥ a ŋ ³¹ + k a m ⁵⁵,,expert,Hill2017,LingPy:SCA,,1:2
6143,l̥ ɿ ⁵⁵ + ɲ̊ ɔ ʔ ⁵⁵ + l̥ a ŋ ³¹ + k a m ⁵⁵,1255,l̥ ɿ ⁵⁵ + ɲ̊ ɔ ʔ ⁵⁵ + l̥ a ŋ ³¹ + k a m ⁵⁵,,expert,Hill2017,LingPy:SCA,,2:3
6143,l̥ ɿ ⁵⁵ + ɲ̊ ɔ ʔ ⁵⁵ + l̥ a ŋ ³¹ + k a m ⁵⁵,1256,l̥ ɿ ⁵⁵ + ɲ̊ ɔ ʔ ⁵⁵ + l̥ a ŋ ³¹ + k a m ⁵⁵,,expert,Hill2017,LingPy:SCA,,3:4
6151,x ɔ ŋ ⁵¹ + nʲ i n ³¹ + n a m ³¹,1004,x ɔ ŋ ⁵¹ + nʲ i n ³¹ + n a m ³¹,,expert,Hill2017,LingPy:SCA,,0:1
6151,x ɔ ŋ ⁵¹ + nʲ i n ³¹ + n a m ³¹,1253,x ɔ ŋ ⁵¹ + nʲ i n ³¹ + n a m ³¹,,expert,Hill2017,LingPy:SCA,,1:2
6151,x ɔ ŋ ⁵¹ + nʲ i n ³¹ + n a m ³¹,1257,x ɔ ŋ ⁵¹ + nʲ i n ³¹ + n a m ³¹,,expert,Hill2017,LingPy:SCA,,2:3
6169,s ə̰ ŋ ⁵⁵ + j a ŋ ³³ + j ɔ ³¹ + k a n ³³,1004,s ə̰ ŋ ⁵⁵ + j a ŋ ³³ + j ɔ ³¹ + k a n ³³,,expert,Hill2017,LingPy:SCA,,0:1
6169,s ə̰ ŋ ⁵⁵ + j a ŋ ³³ + j ɔ ³¹ + k a n ³³,1008,s ə̰ ŋ ⁵⁵ + j a ŋ ³³ + j ɔ ³¹ + k a n ³³,,expert,Hill2017,LingPy:SCA,,1:2
6169,s ə̰ ŋ ⁵⁵ + j a ŋ ³³ + j ɔ ³¹ + k a n ³³,1258,s ə̰ ŋ ⁵⁵ + j a ŋ ³³ + j ɔ ³¹ + k a n ³³,,expert,Hill2017,LingPy:SCA,,2:3
6169,s ə̰ ŋ ⁵⁵ + j a ŋ ³³ + j ɔ ³¹ + k a n ³³,1256,s ə̰ ŋ ⁵⁵ + j a ŋ ³³ + j ɔ ³¹ + k a n ³³,,expert,Hill2017,LingPy:SCA,,3:4
6209,ɣ ɔ ʔ ³¹ + k a ŋ ³⁵ + s a ŋ ³¹ + ŋ j ɔ̃ ∼ ³¹,1005,ɣ ɔ ʔ ³¹ + k a ŋ ³⁵ + s a ŋ ³¹ + ŋ j ɔ̃ ∼ ³¹,,expert,Hill2017,LingPy:SCA,,0:1
6209,ɣ ɔ ʔ ³¹ + k a ŋ ³⁵ + s a ŋ ³¹ + ŋ j ɔ̃ ∼ ³¹,1006,ɣ ɔ ʔ ³¹ + k a ŋ ³⁵ + s a ŋ ³¹ + ŋ j ɔ̃ ∼ ³¹,,expert,Hill2017,LingPy:SCA,,1:2
6209,ɣ ɔ ʔ ³¹ + k a ŋ ³⁵ + s a ŋ ³¹ + ŋ j ɔ̃ ∼ ³¹,1007,ɣ ɔ ʔ ³¹ + k a ŋ ³⁵ + s a ŋ ³¹ + ŋ j ɔ̃ ∼ ³¹,,expert,Hill2017,LingPy:SCA,,2:3
6209,ɣ ɔ ʔ ³¹ + k a ŋ ³⁵ + s a ŋ ³¹ + ŋ j ɔ̃ ∼ ³¹,1008,ɣ ɔ ʔ ³¹ + k a ŋ ³⁵ + s a ŋ ³¹ + ŋ j ɔ̃ ∼ ³¹,,expert,Hill2017,LingPy:SCA,,3:4
6229,tθ ɛ ʔ ⁴ + t ɑ̃ ∼ ⁵³,1002,tθ ɛ ʔ ⁴ - - - + t ɑ̃ ∼ ⁵³,,expert,Hill2017,LingPy:SCA,,0:1
6229,tθ ɛ ʔ ⁴ + t ɑ̃ ∼ ⁵³,1003,tθ ɛ ʔ ⁴ - - - + t ɑ̃ ∼ ⁵³,,expert,Hill2017,LingPy:SCA,,1:2
6294,v o ʔ ²¹ + k a n ²¹ + ʃ i ŋ ⁵⁵ + j a ŋ ²¹,1005,v o ʔ ²¹ + k a n ²¹ + ʃ i ŋ ⁵⁵ + - j a ŋ ²¹,,expert,Hill2017,LingPy:SCA,,0:1
6294,v o ʔ ²¹ + k a n ²¹ + ʃ i ŋ ⁵⁵ + j a ŋ ²¹,1006,v o ʔ ²¹ + k a n ²¹ + ʃ i ŋ ⁵⁵ + - j a ŋ ²¹,,expert,Hill2017,LingPy:SCA,,1:2
6294,v o ʔ ²¹ + k a n ²¹ + ʃ i ŋ ⁵⁵ + j a ŋ ²¹,1007,v o ʔ ²¹ + k a n ²¹ + ʃ i ŋ ⁵⁵ + - j a ŋ ²¹,,expert,Hill2017,LingPy:SCA,,2:3
6294,v o ʔ ²¹ + k a n ²¹ + ʃ i ŋ ⁵⁵ + j a ŋ ²¹,1008,v o ʔ ²¹ + k a n ²¹ + ʃ i ŋ ⁵⁵ + - j a ŋ ²¹,,expert,Hill2017,LingPy:SCA,,3:4
6595,ɣ a ʔ ³¹ + k ɛ̃ ∼ ³¹ + s a ŋ ⁵⁵ + n j u ŋ ⁵⁵,1005,ɣ a ʔ ³¹ + k ɛ̃ ∼ ³¹ + s a ŋ ⁵⁵ + n j u ŋ ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
6595,ɣ a ʔ ³¹ + k ɛ̃ ∼ ³¹ + s a ŋ ⁵⁵ + n j u ŋ ⁵⁵,1006,ɣ a ʔ ³¹ + k ɛ̃ ∼ ³¹ + s a ŋ ⁵⁵ + n j u ŋ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1:2
6595,ɣ a ʔ ³¹ + k ɛ̃ ∼ ³¹ + s a ŋ ⁵⁵ + n j u ŋ ⁵⁵,1007,ɣ a ʔ ³¹ + k ɛ̃ ∼ ³¹ + s a ŋ ⁵⁵ + n j u ŋ ⁵⁵,,expert,Hill2017,LingPy:SCA,,2:3
6595,ɣ a ʔ ³¹ + k ɛ̃ ∼ ³¹ + s a ŋ ⁵⁵ + n j u ŋ ⁵⁵,1008,ɣ a ʔ ³¹ + k ɛ̃ ∼ ³¹ + s a ŋ ⁵⁵ + n j u ŋ ⁵⁵,,expert,Hill2017,LingPy:SCA,,3:4
7355,s a k + t a m,1002,- - - - s a k + t a m -,,expert,Hill2017,LingPy:SCA,,0:1
7355,s a k + t a m,1003,- - - - s a k + t a m -,,expert,Hill2017,LingPy:SCA,,1:2
5674,sʰ ɑ̃ ∼ ²²,600,sʰ ɑ̃ ∼ ²²,,expert,Hill2017,LingPy:SCA,,0:1
7357,k ʊ k,1370,k ʊ k,,expert,Hill2017,LingPy:SCA,,0:1
3310,tsʰ e n ⁵⁵,600,tsʰ e n ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
3311,tʃʰ i n ⁵¹,600,tʃʰ i n ⁵¹,,expert,Hill2017,LingPy:SCA,,0:1
3312,tʃʰ ɔ n ⁵⁵,600,tʃʰ ɔ n ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
3313,tʃʰ ɛ n ³³,600,tʃʰ ɛ n ³³,,expert,Hill2017,LingPy:SCA,,0:1
3314,tʃʰ i ŋ ³¹,600,tʃʰ i ŋ ³¹,,expert,Hill2017,LingPy:SCA,,0:1
3315,tsʰ ɛ n ⁵⁵,600,tsʰ ɛ n ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
7359,m l a ts,608,m l a ts -,,expert,Hill2017,LingPy:SCA,,0:1
3365,ʈʂʰ ă ⁵⁵ + ʐ o ŋ ³¹,1132,ʈʂʰ ă ⁵⁵ + ʐ o ŋ ³¹,,expert,Hill2017,LingPy:SCA,,0:1
3365,ʈʂʰ ă ⁵⁵ + ʐ o ŋ ³¹,1133,ʈʂʰ ă ⁵⁵ + ʐ o ŋ ³¹,,expert,Hill2017,LingPy:SCA,,1:2
3368,v u i ⁵¹ + m o ⁵⁵,1134,v u i ⁵¹ + m o ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
