ID,Form_ID,Form,Cognateset_ID,Alignment,Doubt,Cognate_detection_method,Cognate_source,Alignment_method,Alignment_source,Segment_slice
224,1861,tʃʰ ɛ̆ ³¹ + m ɛ ³¹,p1073,tʃʰ ɛ̆ ³¹ + m ɛ - ³¹,,expert,Hill2017,LingPy:SCA,,2
225,1863,x a i ⁵⁵ + tʰ ɔ ʔ ⁵⁵,p356,x a i ⁵⁵ + tʰ ɔ ʔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
226,1863,x a i ⁵⁵ + tʰ ɔ ʔ ⁵⁵,p1070,x a i ⁵⁵ + tʰ ɔ ʔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,2
227,7139,s a nʲ + t o ŋ,p1366,s a nʲ + t o ŋ,,expert,Hill2017,LingPy:SCA,,1
228,7139,s a nʲ + t o ŋ,p357,s a nʲ + t o ŋ,,expert,Hill2017,LingPy:SCA,,2
229,4242,m̥ ʐ a ŋ ⁵⁵,p749,m̥ ʐ a ŋ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
230,4244,m j a̰ ŋ ⁵¹,p749,m j a̰ ŋ ⁵¹,,expert,Hill2017,LingPy:SCA,,1
231,4245,m j ɔ̰̃ ∼ ⁵⁵,p749,m j ɔ̰̃ ∼ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
232,4248,m j a̰ː ŋ ³³,p749,m j a̰ː ŋ ³³,,expert,Hill2017,LingPy:SCA,,1
233,4249,m j ɔ̃ ∼ ³¹,p749,m j ɔ̃ ∼ ³¹,,expert,Hill2017,LingPy:SCA,,1
234,4251,m̥ ʐ a ŋ ⁵⁵,p749,m̥ ʐ a ŋ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
235,7141,m r a ŋ ⁵³,p749,m r a ŋ ⁵³,,expert,Hill2017,LingPy:SCA,,1
236,5498,m j ĩ ∼ ⁵³,p749,m j ĩ ∼ ⁵³,,expert,Hill2017,LingPy:SCA,,1
237,6334,k ɑ̃ ∼ ⁵³ + l ɑ̃ ∼ ⁵³,p1242,k ɑ̃ ∼ ⁵³ + l ɑ̃ ∼ ⁵³,,expert,Hill2017,LingPy:SCA,,1
238,6334,k ɑ̃ ∼ ⁵³ + l ɑ̃ ∼ ⁵³,p1356,k ɑ̃ ∼ ⁵³ + l ɑ̃ ∼ ⁵³,,expert,Hill2017,LingPy:SCA,,2
239,6135,x a ŋ ³¹,p966,x a ŋ ³¹,,expert,Hill2017,LingPy:SCA,,1
240,6195,p j ḭ ³¹,p965,p j ḭ ³¹,,expert,Hill2017,LingPy:SCA,,1
241,6299,a ²¹ + p j ḭ ⁵¹,p1241,a ²¹ + p j ḭ ⁵¹,,expert,Hill2017,LingPy:SCA,,1
242,6299,a ²¹ + p j ḭ ⁵¹,p965,a ²¹ + p j ḭ ⁵¹,,expert,Hill2017,LingPy:SCA,,2
243,6302,p ḭ ⁵⁵,p965,p - ḭ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
244,6467,p j ḭː ³³,p965,p j ḭː ³³,,expert,Hill2017,LingPy:SCA,,1
245,6526,a ³¹ + f a ŋ ³¹,p1241,a ³¹ + f a ŋ ³¹,,expert,Hill2017,LingPy:SCA,,1
246,6526,a ³¹ + f a ŋ ³¹,p1243,a ³¹ + f a ŋ ³¹,,expert,Hill2017,LingPy:SCA,,2
247,7143,k a n ⁵³ + l a n ⁵³,p1242,k a n ⁵³ + l a n ⁵³,,expert,Hill2017,LingPy:SCA,,1
248,7143,k a n ⁵³ + l a n ⁵³,p1356,k a n ⁵³ + l a n ⁵³,,expert,Hill2017,LingPy:SCA,,2
249,6362,ŋ j e ⁵⁵,p70,ŋ j e ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
250,6172,p u ⁵⁵,p67,p u ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
251,6220,l a u ŋ ³¹,p68,l a u ŋ ³¹,,expert,Hill2017,LingPy:SCA,,1
252,6228,p u ⁵⁵,p67,p u ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
253,6539,ŋ ɛː ⁵⁵,p70,ŋ - ɛː ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
254,6578,ɑ i ʔ ⁴,p69,ɑ i ʔ ⁴,,expert,Hill2017,LingPy:SCA,,1
255,6627,l a u ŋ ⁵⁵,p68,l a u ŋ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
256,7145,n u j ⁵⁵,p1404,n u j ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
257,2056,ʃ o̰ ³³,p1077,ʃ o̰ ³³,,expert,Hill2017,LingPy:SCA,,1
258,2058,j ɔ ³¹,p385,- j ɔ ³¹,,expert,Hill2017,LingPy:SCA,,1
259,2059,p a k ³⁵,p1078,p a k ³⁵,,expert,Hill2017,LingPy:SCA,,1
260,2052,j a ⁵⁵,p385,- j a ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
261,5284,t i ʔ ⁴ + j ɑ ²²,p386,t i ʔ ⁴ + j ɑ ²²,,expert,Hill2017,LingPy:SCA,,1
262,5284,t i ʔ ⁴ + j ɑ ²²,p385,t i ʔ ⁴ + j ɑ ²²,,expert,Hill2017,LingPy:SCA,,2
263,2048,p a k ³⁵,p1078,p a k ³⁵,,expert,Hill2017,LingPy:SCA,,1
264,2050,ʃ o ⁵¹,p1077,ʃ o ⁵¹,,expert,Hill2017,LingPy:SCA,,1
265,7147,r j a ²²,p385,r j a ²²,,expert,Hill2017,LingPy:SCA,,1
266,6322,a ³³ + kʰ o u ³³,p1015,a ³³ + kʰ o u - ³³,,expert,Hill2017,LingPy:SCA,,1
267,6322,a ³³ + kʰ o u ³³,p1346,a ³³ + kʰ o u - ³³,,expert,Hill2017,LingPy:SCA,,2
268,6381,a ³¹ + kʰ a u ⁵⁵,p1015,a ³¹ + kʰ a u - ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
269,6381,a ³¹ + kʰ a u ⁵⁵,p1346,a ³¹ + kʰ a u - ⁵⁵,,expert,Hill2017,LingPy:SCA,,2
270,6391,a ³¹ + x a u ⁵⁵,p1015,a ³¹ + x a u - ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
271,6391,a ³¹ + x a u ⁵⁵,p1346,a ³¹ + x a u - ⁵⁵,,expert,Hill2017,LingPy:SCA,,2
272,6469,a ²¹ + kʰ a u ⁵¹,p1015,a ²¹ + kʰ a u - ⁵¹,,expert,Hill2017,LingPy:SCA,,1
273,6469,a ²¹ + kʰ a u ⁵¹,p1346,a ²¹ + kʰ a u - ⁵¹,,expert,Hill2017,LingPy:SCA,,2
274,6515,a ³¹ + x a u ⁵⁵,p1015,a ³¹ + x a u - ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
275,6515,a ³¹ + x a u ⁵⁵,p1346,a ³¹ + x a u - ⁵⁵,,expert,Hill2017,LingPy:SCA,,2
276,6575,a ³¹ + kʰ u k ³¹,p1015,a ³¹ + kʰ u - k ³¹,,expert,Hill2017,LingPy:SCA,,1
277,6575,a ³¹ + kʰ u k ³¹,p1346,a ³¹ + kʰ u - k ³¹,,expert,Hill2017,LingPy:SCA,,2
278,6608,ɑ ⁵³ + tʰ ɛ ⁵⁵,p1015,ɑ ⁵³ + tʰ ɛ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
279,6608,ɑ ⁵³ + tʰ ɛ ⁵⁵,p1016,ɑ ⁵³ + tʰ ɛ ⁵⁵,,expert,Hill2017,LingPy:SCA,,2
280,7151,a + t o ŋ ⁵⁵,p1015,a + t o ŋ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
281,7151,a + t o ŋ ⁵⁵,p1410,a + t o ŋ ⁵⁵,,expert,Hill2017,LingPy:SCA,,2
282,7154,n ʊ k + k j a,p38,- - - - - n ʊ k + k j a -,,expert,Hill2017,LingPy:SCA,,1
283,7154,n ʊ k + k j a,p37,- - - - - n ʊ k + k j a -,,expert,Hill2017,LingPy:SCA,,2
284,6145,l̥ ɔ ³¹,p1259,l̥ ɔ ³¹,,expert,Hill2017,LingPy:SCA,,1
285,6203,k j a m ³¹,p1261,k j a m ³¹,,expert,Hill2017,LingPy:SCA,,1
286,6214,tʰ a ŋ ⁵¹ + k j o ⁵⁵,p1260,tʰ a ŋ ⁵¹ + k j o ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
287,6214,tʰ a ŋ ⁵¹ + k j o ⁵⁵,p37,tʰ a ŋ ⁵¹ + k j o ⁵⁵,,expert,Hill2017,LingPy:SCA,,2
288,6240,n ɑ u ʔ ⁴ + tɕ ɑ ⁵³,p38,n ɑ u ʔ ⁴ - - - + tɕ - ɑ ⁵³,,expert,Hill2017,LingPy:SCA,,1
289,6240,n ɑ u ʔ ⁴ + tɕ ɑ ⁵³,p37,n ɑ u ʔ ⁴ - - - + tɕ - ɑ ⁵³,,expert,Hill2017,LingPy:SCA,,2
290,6475,n ɛː ⁵⁵,p1262,n ɛː ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
291,6537,k ɯ m ⁵⁵,p1261,k - ɯ m ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
292,6605,tʰ ɔ̃ ∼ ⁵⁵ + k j a ³⁵,p1260,tʰ ɔ̃ ∼ ⁵⁵ + k j a ³⁵,,expert,Hill2017,LingPy:SCA,,1
293,6605,tʰ ɔ̃ ∼ ⁵⁵ + k j a ³⁵,p37,tʰ ɔ̃ ∼ ⁵⁵ + k j a ³⁵,,expert,Hill2017,LingPy:SCA,,2
294,5605,w ɛ ⁵⁵,p420,w ɛ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
295,5606,b ɛ ²²,p419,b ɛ ²²,,expert,Hill2017,LingPy:SCA,,1
296,7156,w aj,p420,w aj -,,expert,Hill2017,LingPy:SCA,,1
297,2299,l ɔ ʔ ³¹ + n a m ³¹ + p a ³¹,p345,l ɔ ʔ ³¹ + n a m ³¹ + p a ³¹,,expert,Hill2017,LingPy:SCA,,1
298,2299,l ɔ ʔ ³¹ + n a m ³¹ + p a ³¹,p1102,l ɔ ʔ ³¹ + n a m ³¹ + p a ³¹,,expert,Hill2017,LingPy:SCA,,2
299,2299,l ɔ ʔ ³¹ + n a m ³¹ + p a ³¹,p422,l ɔ ʔ ³¹ + n a m ³¹ + p a ³¹,,expert,Hill2017,LingPy:SCA,,3
300,2301,l o ʔ ²¹ + p a̰ i ²¹,p345,l o ʔ ²¹ + p a̰ i ²¹,,expert,Hill2017,LingPy:SCA,,1
301,2301,l o ʔ ²¹ + p a̰ i ²¹,p422,l o ʔ ²¹ + p a̰ i ²¹,,expert,Hill2017,LingPy:SCA,,2
302,2303,l a ʔ ³¹ + k a̰ u ŋ ³⁵,p345,l a ʔ ³¹ + k a̰ u ŋ ³⁵,,expert,Hill2017,LingPy:SCA,,1
303,2303,l a ʔ ³¹ + k a̰ u ŋ ³⁵,p421,l a ʔ ³¹ + k a̰ u ŋ ³⁵,,expert,Hill2017,LingPy:SCA,,2
304,2307,l ɔ ʔ ³¹ + p ḛ i ⁵⁵,p345,l ɔ ʔ ³¹ + p ḛ i ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
305,2307,l ɔ ʔ ³¹ + p ḛ i ⁵⁵,p422,l ɔ ʔ ³¹ + p ḛ i ⁵⁵,,expert,Hill2017,LingPy:SCA,,2
306,2308,l ɔ ʔ ³¹ + k a̰ u ŋ ³⁵,p345,l ɔ ʔ ³¹ + k a̰ u ŋ ³⁵,,expert,Hill2017,LingPy:SCA,,1
307,2308,l ɔ ʔ ³¹ + k a̰ u ŋ ³⁵,p421,l ɔ ʔ ³¹ + k a̰ u ŋ ³⁵,,expert,Hill2017,LingPy:SCA,,2
308,2310,l ɔ ʔ ⁵⁵ + x a ⁵⁵,p345,l ɔ ʔ ⁵⁵ + x a ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
309,2310,l ɔ ʔ ⁵⁵ + x a ⁵⁵,p1103,l ɔ ʔ ⁵⁵ + x a ⁵⁵,,expert,Hill2017,LingPy:SCA,,2
310,5482,p ɔ ⁵³,p431,p ɔ ⁵³,,expert,Hill2017,LingPy:SCA,,1
311,2393,ʑ a ŋ ⁵⁵,p20,ʑ a ŋ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
312,2394,s o m ²¹,p430,s o m ²¹,,expert,Hill2017,LingPy:SCA,,1
313,2395,s ø̃ ∼ ³⁵,p430,s ø̃ ∼ ³⁵,,expert,Hill2017,LingPy:SCA,,1
314,2396,s uː m ⁵⁵,p430,s uː m ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
315,2397,s u m ³⁵,p430,s u m ³⁵,,expert,Hill2017,LingPy:SCA,,1
316,2398,j a ŋ ⁵⁵,p20,j a ŋ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
317,5612,ɕ e ²²,p444,ɕ e - ²²,,expert,Hill2017,LingPy:SCA,,1
318,2444,s ə ŋ ⁵⁵,p444,s ə ŋ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
319,2447,x i ŋ ⁵¹,p444,x i ŋ ⁵¹,,expert,Hill2017,LingPy:SCA,,1
320,2449,x a ŋ ⁵⁵,p444,x a ŋ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
321,2452,ʃ ə̰ː ŋ ³³,p444,ʃ ə̰ː ŋ ³³,,expert,Hill2017,LingPy:SCA,,1
322,2455,s ɤ ŋ ⁵⁵,p444,s ɤ ŋ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
323,7159,r̥ a nʲ,p444,r̥ a nʲ -,,expert,Hill2017,LingPy:SCA,,1
324,2453,x a ŋ ³¹,p444,x a ŋ ³¹,,expert,Hill2017,LingPy:SCA,,1
325,5269,m j ɑ ⁵⁵,p449,m j ɑ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
326,7161,m j a ⁵⁵,p449,m j a ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
327,2504,nʲ ɔ ³¹,p449,nʲ - ɔ ³¹,,expert,Hill2017,LingPy:SCA,,1
328,2507,m j o ²¹,p449,m j o ²¹,,expert,Hill2017,LingPy:SCA,,1
329,2512,m j ɔː ³³,p449,m j ɔː ³³,,expert,Hill2017,LingPy:SCA,,1
330,2513,m j ɔ ³⁵,p449,m j ɔ ³⁵,,expert,Hill2017,LingPy:SCA,,1
331,2515,nʲ ɔ ³¹,p449,nʲ - ɔ ³¹,,expert,Hill2017,LingPy:SCA,,1
332,2509,m j a ³¹,p449,m j a ³¹,,expert,Hill2017,LingPy:SCA,,1
333,7163,k r a ⁵⁵,p1400,k r a ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
334,6136,k u ŋ ²¹ + k u ŋ ⁵¹,p967,k u ŋ ²¹ + k u ŋ ⁵¹,,expert,Hill2017,LingPy:SCA,,1
335,6136,k u ŋ ²¹ + k u ŋ ⁵¹,p1245,k u ŋ ²¹ + k u ŋ ⁵¹,,expert,Hill2017,LingPy:SCA,,2
336,6314,a ³¹ + k u ŋ ³¹,p1244,a ³¹ + k u - ŋ ³¹,,expert,Hill2017,LingPy:SCA,,1
337,6314,a ³¹ + k u ŋ ³¹,p967,a ³¹ + k u - ŋ ³¹,,expert,Hill2017,LingPy:SCA,,2
338,6315,a ³¹ + k j o ³³,p1244,a ³¹ + k j o ³³,,expert,Hill2017,LingPy:SCA,,1
339,6315,a ³¹ + k j o ³³,p1400,a ³¹ + k j o ³³,,expert,Hill2017,LingPy:SCA,,2
340,6386,a ³¹ + k o ŋ ⁵⁵,p1244,a ³¹ + k o - ŋ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
341,6386,a ³¹ + k o ŋ ⁵⁵,p967,a ³¹ + k o - ŋ ⁵⁵,,expert,Hill2017,LingPy:SCA,,2
342,6427,a ³¹ + k a u ŋ ³¹,p1244,a ³¹ + k a u ŋ ³¹,,expert,Hill2017,LingPy:SCA,,1
343,6427,a ³¹ + k a u ŋ ³¹,p967,a ³¹ + k a u ŋ ³¹,,expert,Hill2017,LingPy:SCA,,2
344,6510,a ³¹ + k u ŋ ⁵⁵,p1244,a ³¹ + k u - ŋ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
345,6510,a ³¹ + k u ŋ ⁵⁵,p967,a ³¹ + k u - ŋ ⁵⁵,,expert,Hill2017,LingPy:SCA,,2
346,6571,a ³¹ + k a u ŋ ³⁵,p1244,a ³¹ + k a u ŋ ³⁵,,expert,Hill2017,LingPy:SCA,,1
347,6571,a ³¹ + k a u ŋ ³⁵,p967,a ³¹ + k a u ŋ ³⁵,,expert,Hill2017,LingPy:SCA,,2
348,6603,ɑ ⁵³ + l ɛ ²²,p1244,ɑ ⁵³ + l ɛ ²²,,expert,Hill2017,LingPy:SCA,,1
349,6603,ɑ ⁵³ + l ɛ ²²,p102,ɑ ⁵³ + l ɛ ²²,,expert,Hill2017,LingPy:SCA,,2
350,6164,n a p ²¹ + k j o̰ ⁵⁵,p53,n a p ²¹ + k j o̰ - ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
351,6164,n a p ²¹ + k j o̰ ⁵⁵,p1286,n a p ²¹ + k j o̰ - ⁵⁵,,expert,Hill2017,LingPy:SCA,,2
352,6317,n ɛ ʔ ³¹ + s u m ³¹,p53,n ɛ ʔ ³¹ + s u m ³¹,,expert,Hill2017,LingPy:SCA,,1
353,6317,n ɛ ʔ ³¹ + s u m ³¹,p1360,n ɛ ʔ ³¹ + s u m ³¹,,expert,Hill2017,LingPy:SCA,,2
354,6410,n a p ⁵⁵ + m ɔ ⁵¹,p53,n a p ⁵⁵ + m ɔ ⁵¹,,expert,Hill2017,LingPy:SCA,,1
355,6410,n a p ⁵⁵ + m ɔ ⁵¹,p54,n a p ⁵⁵ + m ɔ ⁵¹,,expert,Hill2017,LingPy:SCA,,2
356,6459,n ɛ ʔ ³¹ + k ɔ̃ ∼ ⁵⁵,p53,n ɛ ʔ ³¹ + k - ɔ̃ ∼ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
357,6459,n ɛ ʔ ³¹ + k ɔ̃ ∼ ⁵⁵,p1286,n ɛ ʔ ³¹ + k - ɔ̃ ∼ ⁵⁵,,expert,Hill2017,LingPy:SCA,,2
358,6534,n i ³¹ + ʐ u a ³¹,p734,n i ³¹ + ʐ u a ³¹,,expert,Hill2017,LingPy:SCA,,1
359,6534,n i ³¹ + ʐ u a ³¹,p1288,n i ³¹ + ʐ u a ³¹,,expert,Hill2017,LingPy:SCA,,2
360,6553,n a p ³¹ + s ɔ n ⁵⁵,p53,n a p ³¹ + s ɔ n ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
361,6553,n a p ³¹ + s ɔ n ⁵⁵,p1360,n a p ³¹ + s ɔ n ⁵⁵,,expert,Hill2017,LingPy:SCA,,2
362,6628,n ɑ̃ ∼ ²² + n ɛ ʔ ⁴,p60,n ɑ̃ ∼ ²² + n ɛ ʔ ⁴,,expert,Hill2017,LingPy:SCA,,1
363,6628,n ɑ̃ ∼ ²² + n ɛ ʔ ⁴,p53,n ɑ̃ ∼ ²² + n ɛ ʔ ⁴,,expert,Hill2017,LingPy:SCA,,2
364,7165,n a m + n a k,p60,n a m + n a k,,expert,Hill2017,LingPy:SCA,,1
365,7165,n a m + n a k,p1287,n a m + n a k,,expert,Hill2017,LingPy:SCA,,2
366,5379,tɕ ĩ ∼ ⁵⁵,p493,tɕ - ĩ ∼ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
367,2740,ɲ̊ a p ⁵⁵,p494,ɲ̊ a p ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
368,2741,n̥ʲ a p ⁵⁵,p494,n̥ʲ a p ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
369,2742,tʃ a̰ p ⁵⁵,p492,tʃ a̰ p ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
370,2743,tʃ ɛ̰ ʔ ⁵⁵,p492,tʃ ɛ̰ ʔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
371,2744,tʃ a̰ː p ⁵⁵,p492,tʃ a̰ː p ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
372,2745,tʃ ɛ̰ ʔ ⁵⁵,p492,tʃ ɛ̰ ʔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
373,7167,k j a n ⁵⁵,p493,k j a n ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
374,2767,tʃ ɔ̰̃ ∼ ³⁵,p502,tʃ ɔ̰̃ ∼ ³⁵,,expert,Hill2017,LingPy:SCA,,1
375,5623,n i ⁵⁵,p501,n i ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
376,2770,tʃ aː ŋ ⁵³,p502,tʃ aː ŋ ⁵³,,expert,Hill2017,LingPy:SCA,,1
377,2773,n ɛ ³¹,p501,n ɛ ³¹,,expert,Hill2017,LingPy:SCA,,1
378,2774,n e ³¹,p501,n e ³¹,,expert,Hill2017,LingPy:SCA,,1
379,2775,tʃ a̰ ŋ ⁵⁵,p502,tʃ a̰ ŋ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
380,2777,tʃ ɔ̃ ∼ ³⁵,p502,tʃ ɔ̃ ∼ ³⁵,,expert,Hill2017,LingPy:SCA,,1
381,7169,n i ⁵⁵,p501,n i ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
382,5404,tθ i ʔ ⁴,p510,tθ i ʔ ⁴,,expert,Hill2017,LingPy:SCA,,1
383,2810,ʂ ə k ⁵⁵,p510,ʂ ə k ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
384,2812,a ²¹ + s i k ⁵⁵,p1117,a ²¹ + s i k ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
385,2812,a ²¹ + s i k ⁵⁵,p510,a ²¹ + s i k ⁵⁵,,expert,Hill2017,LingPy:SCA,,2
386,2814,s a k ⁵⁵,p510,s a k ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
387,2817,s ə̰ː k ⁵⁵,p510,s ə̰ː k ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
388,2818,s a̰ k ⁵⁵,p510,s a̰ k ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
389,2820,ʂ ɯ k ⁵⁵,p510,ʂ ɯ k ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
390,7171,s a ts,p510,s a ts -,,expert,Hill2017,LingPy:SCA,,1
391,5645,k o ⁵⁵,p515,k o - - ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
392,2842,k a u ³¹,p515,k a u - ³¹,,expert,Hill2017,LingPy:SCA,,1
393,2844,k a u ²¹,p515,k a u - ²¹,,expert,Hill2017,LingPy:SCA,,1
394,2845,k a u ³¹,p515,k a u - ³¹,,expert,Hill2017,LingPy:SCA,,1
395,2848,k o u ³³,p515,k o u - ³³,,expert,Hill2017,LingPy:SCA,,1
396,2849,k u k ³¹,p515,k u - k ³¹,,expert,Hill2017,LingPy:SCA,,1
397,2850,k a u ³¹,p515,k a u - ³¹,,expert,Hill2017,LingPy:SCA,,1
398,7173,k ə w ⁵⁵,p515,k ə - w ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
399,6165,ŋ j i ⁵⁵ + k u ŋ ⁵¹ + t ṵ ²¹,p734,ŋ j i ⁵⁵ + k u - ŋ ⁵¹ + t ṵ ²¹,,expert,Hill2017,LingPy:SCA,,1
400,6165,ŋ j i ⁵⁵ + k u ŋ ⁵¹ + t ṵ ²¹,p61,ŋ j i ⁵⁵ + k u - ŋ ⁵¹ + t ṵ ²¹,,expert,Hill2017,LingPy:SCA,,2
401,6165,ŋ j i ⁵⁵ + k u ŋ ⁵¹ + t ṵ ²¹,p62,ŋ j i ⁵⁵ + k u - ŋ ⁵¹ + t ṵ ²¹,,expert,Hill2017,LingPy:SCA,,3
402,6342,ŋ j e i ⁵⁵ + k u ŋ ³¹,p734,ŋ j e i ⁵⁵ + k u - ŋ ³¹,,expert,Hill2017,LingPy:SCA,,1
403,6342,ŋ j e i ⁵⁵ + k u ŋ ³¹,p61,ŋ j e i ⁵⁵ + k u - ŋ ³¹,,expert,Hill2017,LingPy:SCA,,2
404,6411,c ɔ ⁵⁵ + c ɔ ³¹ + j ɔ ʔ ³⁵,p1289,c ɔ ⁵⁵ + c ɔ ³¹ + j ɔ ʔ ³⁵,,expert,Hill2017,LingPy:SCA,,1
405,6411,c ɔ ⁵⁵ + c ɔ ³¹ + j ɔ ʔ ³⁵,p1290,c ɔ ⁵⁵ + c ɔ ³¹ + j ɔ ʔ ³⁵,,expert,Hill2017,LingPy:SCA,,2
406,6411,c ɔ ⁵⁵ + c ɔ ³¹ + j ɔ ʔ ³⁵,p1291,c ɔ ⁵⁵ + c ɔ ³¹ + j ɔ ʔ ³⁵,,expert,Hill2017,LingPy:SCA,,3
407,6460,ŋ j i ³⁵ + k a u ŋ ³¹ + t ṵ ⁵⁵,p734,ŋ j i ³⁵ + k a u ŋ ³¹ + t ṵ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
408,6460,ŋ j i ³⁵ + k a u ŋ ³¹ + t ṵ ⁵⁵,p61,ŋ j i ³⁵ + k a u ŋ ³¹ + t ṵ ⁵⁵,,expert,Hill2017,LingPy:SCA,,2
409,6460,ŋ j i ³⁵ + k a u ŋ ³¹ + t ṵ ⁵⁵,p62,ŋ j i ³⁵ + k a u ŋ ³¹ + t ṵ ⁵⁵,,expert,Hill2017,LingPy:SCA,,3
410,6498,n e ⁵³ + l ɛ ²² + p ɑ̃ i ∼ ⁵⁵,p734,n e ⁵³ + l ɛ ²² + p ɑ̃ i ∼ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
411,6498,n e ⁵³ + l ɛ ²² + p ɑ̃ i ∼ ⁵⁵,p63,n e ⁵³ + l ɛ ²² + p ɑ̃ i ∼ ⁵⁵,,expert,Hill2017,LingPy:SCA,,2
412,6498,n e ⁵³ + l ɛ ²² + p ɑ̃ i ∼ ⁵⁵,p64,n e ⁵³ + l ɛ ²² + p ɑ̃ i ∼ ⁵⁵,,expert,Hill2017,LingPy:SCA,,3
413,6535,n i ³¹ + k u ŋ ⁵⁵,p734,n - - i ³¹ + k u - ŋ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
414,6535,n i ³¹ + k u ŋ ⁵⁵,p61,n - - i ³¹ + k u - ŋ ⁵⁵,,expert,Hill2017,LingPy:SCA,,2
415,6598,n a ⁵⁵ + k a u ŋ ³⁵,p734,n - - a ⁵⁵ + k a u ŋ ³⁵,,expert,Hill2017,LingPy:SCA,,1
416,6598,n a ⁵⁵ + k a u ŋ ³⁵,p61,n - - a ⁵⁵ + k a u ŋ ³⁵,,expert,Hill2017,LingPy:SCA,,2
417,7175,m o n ⁵⁵ + t a nʲ ⁵³,p1402,m o n ⁵⁵ + t a nʲ ⁵³,,expert,Hill2017,LingPy:SCA,,1
418,7175,m o n ⁵⁵ + t a nʲ ⁵³,p1403,m o n ⁵⁵ + t a nʲ ⁵³,,expert,Hill2017,LingPy:SCA,,2
419,7177,n i j ⁵³ + l a nʲ,p734,n i j ⁵³ + l a nʲ,,expert,Hill2017,LingPy:SCA,,1
420,7177,n i j ⁵³ + l a nʲ,p63,n i j ⁵³ + l a nʲ,,expert,Hill2017,LingPy:SCA,,2
421,5300,o ²²,p521,o - ²²,,expert,Hill2017,LingPy:SCA,,1
422,2880,m u a ŋ ³¹,p520,m u a ŋ ³¹,,expert,Hill2017,LingPy:SCA,,1
423,2883,m a ŋ ²¹,p520,m a - ŋ ²¹,,expert,Hill2017,LingPy:SCA,,1
424,2885,m ɔ̃ ∼ ³¹,p520,m ɔ̃ - ∼ ³¹,,expert,Hill2017,LingPy:SCA,,1
