ID,Language_ID,Form,Alignment,Comment,Alignments,Morphemes,Segments,Cognate_Set,Language,Source,Parameter_ID,Value,Concept,Cognate_Sets,Prosodic_Structure
1429,xian1248,ŋɔ³¹,ŋ ɔ ³¹,,ŋ ɔ ³¹,five,ŋ ɔ ³¹,504,Xiandao,TBL,493,ŋɔ³¹,five,290,i n t
7123,oldb1234,ṅāḥ,ŋ a ⁵⁵,,ŋ a ⁵⁵,five,ŋ a ⁵⁵,504,Old_Burmese,,493,ṅāḥ,five,290,i n t
1534,bela1241,məi³¹,m - ə i ³¹,,m - ə i ³¹,four,m ə i ³¹,532,Bola,TBL,1500,məi³¹,four,308,i n N t
5418,nucl1310,le⁵⁵,- l e - ⁵⁵,,l e ⁵⁵,four,l e ⁵⁵,532,Rangoon,TBL,1500,le⁵⁵,four,308,i n t
1531,long1372,mi³¹,m - i - ³¹,,m - i - ³¹,four,m i ³¹,532,Achang_Longchuan,TBL,1500,mi³¹,four,308,i n t
1533,zaiw1240,mji²¹,m j i - ²¹,,m j i - ²¹,four,m j i ²¹,532,Atsi,TBL,1500,mji²¹,four,308,i m n t
1539,xian1248,mi⁵⁵,m - i - ⁵⁵,,m - i - ⁵⁵,four,m i ⁵⁵,532,Xiandao,TBL,1500,mi⁵⁵,four,308,i n t
1538,maru1248,pjik³¹,p j i k ³¹,,p j i - k ³¹,four,p j i k ³¹,532,Maru,TBL,1500,pjik³¹,four,308,i m n c t
7125,oldb1234,liyḥ,- l i j ⁵⁵,,l i j ⁵⁵,four,l i j ⁵⁵,532,Old_Burmese,,1500,liyḥ,four,308,i n c t
1537,lash1242,mei³³,m - e i ³³,,m - e i ³³,four,m e i ³³,532,Lashi,TBL,1500,mei³³,four,308,i n N t
5372,nucl1310,pje⁵³,p j e - ⁵³,,p j e - ⁵³,full,p j e ⁵³,30,Rangoon,TBL,1429,pje⁵³,full,318,i m n t
1581,long1372,pʐəŋ³⁵,p ʐ ə ŋ ³⁵,,p ʐ ə ŋ ³⁵,full,p ʐ ə ŋ ³⁵,30,Achang_Longchuan,TBL,1429,pʐəŋ³⁵,full,318,i m n c t
1584,zaiw1240,pjiŋ⁵⁵,p j i ŋ ⁵⁵,,p j i ŋ ⁵⁵,full,p j i ŋ ⁵⁵,30,Atsi,TBL,1429,pjiŋ⁵⁵,full,318,i m n c t
1586,bela1241,pjaŋ³⁵,p j a ŋ ³⁵,,p j a ŋ ³⁵,full,p j a ŋ ³⁵,30,Bola,TBL,1429,pjaŋ³⁵,full,318,i m n c t
1589,lash1242,pjəːŋ⁵⁵,p j əː ŋ ⁵⁵,,p j əː ŋ ⁵⁵,full,p j əː ŋ ⁵⁵,30,Lashi,TBL,1429,pjəːŋ⁵⁵,full,318,i m n c t
1590,maru1248,pjaŋ⁵⁵,p j a ŋ ⁵⁵,,p j a ŋ ⁵⁵,full,p j a ŋ ⁵⁵,30,Maru,TBL,1429,pjaŋ⁵⁵,full,318,i m n c t
1592,xian1248,pɯŋ³⁵,p - ɯ ŋ ³⁵,,p - ɯ ŋ ³⁵,full,p ɯ ŋ ³⁵,30,Xiandao,TBL,1429,pɯŋ³⁵,full,318,i n c t
7127,oldb1234,plañʔ,p l a nʲ ⁵³,,p l a nʲ ⁵³,,p l a nʲ ⁵³,30,Old_Burmese,,1429,plañʔ,full,318,i m n c t
5502,nucl1310,kɑ̃u⁵⁵,k ɑ̃ u ∼ ⁵⁵,,k ɑ̃ u ∼ ⁵⁵,good,k ɑ̃ u ∼ ⁵⁵,273,Rangoon,TBL,1035,kɑ̃u⁵⁵,good,330,i n N c t
1655,zaiw1240,ke⁵¹,k e - ⁵¹,,k e - ⁵¹,good,k e ⁵¹,486,Atsi,TBL,1035,ke⁵¹,good,331,i n t
1656,bela1241,kai⁵⁵,k a i ⁵⁵,,k a i ⁵⁵,good,k a i ⁵⁵,486,Bola,TBL,1035,kai⁵⁵,good,331,i n N t
1659,lash1242,kɛː³¹,k ɛː - ³¹,,k ɛː - ³¹,good,k ɛː ³¹,486,Lashi,TBL,1035,kɛː³¹,good,331,i n t
1660,maru1248,kai³¹,k a i ³¹,,k a i ³¹,good,k a i ³¹,486,Maru,TBL,1035,kai³¹,good,331,i n N t
1661,xian1248,cɛ⁵⁵,ɕ ɛ - ⁵⁵,,ɕ ɛ - ⁵⁵,good,ɕ ɛ ⁵⁵,486,Xiandao,TBL,1035,cɛ⁵⁵,good,331,i n t
1653,long1372,tɕi⁵⁵,tɕ i - ⁵⁵,,tɕ i - ⁵⁵,good,tɕ i ⁵⁵,486,Achang_Longchuan,TBL,1035,tɕi⁵⁵,good,331,i n t
7129,oldb1234,ko₂ṅḥ,k ʊ - ŋ ⁵⁵,,k ʊ ŋ ⁵⁵,,k ʊ ŋ ⁵⁵,273,Old_Burmese,,1035,ko₂ṅḥ,good,330,i n c t
1684,long1372,ȵau⁵⁵,nʲ a u - - ⁵⁵,,nʲ - a u - ⁵⁵,green,nʲ a u ⁵⁵,378,Achang_Longchuan,TBL,1425,ȵau⁵⁵,green,334,i n N t
1686,zaiw1240,ŋjui⁵¹,ŋ j u - i ⁵¹,,ŋ j u i - ⁵¹,blue-green,ŋ j u i ⁵¹,378,Atsi,TBL,1425,ŋjui⁵¹,green,334,i m n N t
1687,bela1241,ŋjuŋ⁵⁵,ŋ j u ŋ - ⁵⁵,,ŋ j u - ŋ ⁵⁵,blue-green,ŋ j u ŋ ⁵⁵,378,Bola,TBL,1425,ŋjuŋ⁵⁵,green,334,i m n c t
1690,lash1242,ŋjaːu³¹,ŋ j aː - u ³¹,,ŋ j aː u - ³¹,green,ŋ j aː u ³¹,378,Lashi,TBL,1425,ŋjaːu³¹,green,334,i m n N t
1691,maru1248,ŋjuk³¹,ŋ j u k - ³¹,,ŋ j u - k ³¹,blue-green,ŋ j u k ³¹,378,Maru,TBL,1425,ŋjuk³¹,green,334,i m n c t
1692,xian1248,ɲau⁵⁵,ɲ a u - - ⁵⁵,,ɲ - a u - ⁵⁵,blue-green,ɲ a u ⁵⁵,378,Xiandao,TBL,1425,ɲau⁵⁵,green,334,i n N t
7131,oldb1234,cimḥ,ts i m ⁵⁵,,ts i m ⁵⁵,,ts i m ⁵⁵,588,Old_Burmese,,1425,cimḥ,green,335,i n c t
7133,oldb1234,ñuiv,nʲ - ə w - -,,nʲ ə w,,nʲ ə w,378,Old_Burmese,,1425,ñuiv,green,334,i n c
5614,nucl1310,sẽ⁵⁵,s ẽ ∼ ⁵⁵,,s ẽ - ⁵⁵,green,s ẽ ∼ ⁵⁵,588,Rangoon,TBL,1425,sẽ⁵⁵,green,335,i n c t
6156,long1372,kʐak⁵⁵,k ʐ a k ⁵⁵,,k ʐ a k ⁵⁵,hard,k ʐ a k ⁵⁵,168,Achang_Longchuan,TBL,1884,kʐak⁵⁵,hard,48,i m n c t
6210,maru1248,ɣɔ̃³¹,ɣ ɔ̃ ∼ ³¹,,ɣ - ɔ̃ ∼ ³¹,hard,ɣ ɔ̃ ∼ ³¹,377,Maru,TBL,1884,ɣɔ̃³¹,hard,49,i n c t
6262,zaiw1240,tʰan⁵¹,tʰ a n ⁵¹,,tʰ a n ⁵¹,hard,tʰ a n ⁵¹,692,Atsi,TBL,1884,tʰan⁵¹,hard,1268,i n c t
6375,nucl1310,mɑ²²,m ɑ ²²,,m ɑ ²²,hard,m ɑ ²²,339,Rangoon,TBL,1884,mɑ²²,hard,47,i n t
6483,lash1242,kju̱ːŋ³³,k j ṵː ŋ ³³,,k j ṵː ŋ ³³,hard,k j ṵː ŋ ³³,489,Lashi,TBL,1884,kju̱ːŋ³³,hard,1267,i m n c t
6547,xian1248,kʐak⁵⁵,k ʐ a k ⁵⁵,,k ʐ a k ⁵⁵,hard,k ʐ a k ⁵⁵,168,Xiandao,TBL,1884,kʐak⁵⁵,hard,48,i m n c t
6613,bela1241,ɣɔ̃⁵⁵,ɣ ɔ̃ ∼ ⁵⁵,,ɣ - ɔ̃ ∼ ⁵⁵,hard,ɣ ɔ̃ ∼ ⁵⁵,377,Bola,TBL,1884,ɣɔ̃⁵⁵,hard,49,i n c t
7135,oldb1234,mā,m a ²²,,m a ²²,,m a ²²,339,Old_Burmese,,1884,mā,hard,47,i n t
6160,maru1248,jɔ̃³⁵,- j ɔ̃ ∼ ³⁵,,- j ɔ̃ ∼ ³⁵,he,j ɔ̃ ∼ ³⁵,181,Maru,TBL,262,jɔ̃³⁵,he or she [third person singular],57,i n c t
6213,nucl1310,tθu²²,tθ u - - ²²,,tθ u ²²,he,tθ u ²²,143,Rangoon,TBL,262,tθu²²,he or she [third person singular],894,i n t
6264,zaiw1240,ja̱ŋ²¹,- j a̰ ŋ ²¹,,- j a̰ ŋ ²¹,he,j a̰ ŋ ²¹,181,Atsi,TBL,262,ja̱ŋ²¹,he or she [third person singular],57,i n c t
6437,lash1242,ŋjaŋ³³,ŋ j a ŋ ³³,,ŋ j a ŋ ³³,he,ŋ j a ŋ ³³,181,Lashi,TBL,262,ŋjaŋ³³,he or she [third person singular],57,i m n c t
6552,bela1241,jɔ̃³¹,- j ɔ̃ ∼ ³¹,,- j ɔ̃ ∼ ³¹,he,j ɔ̃ ∼ ³¹,181,Bola,TBL,262,jɔ̃³¹,he or she [third person singular],57,i n c t
6635,long1372,ȵ̥aŋ³¹,n̥ʲ - a ŋ ³¹,,n̥ʲ - a ŋ ³¹,he,n̥ʲ a ŋ ³¹,181,Achang_Longchuan,TBL,262,ȵ̥aŋ³¹,he or she [third person singular],57,i n c t
6492,xian1248,ɲ̊aŋ³¹,ɲ̊ - a ŋ ³¹,,ɲ̊ a ŋ - ³¹,he-that,ɲ̊ a ŋ ³¹,181,Xiandao,TBL,262,ɲ̊aŋ³¹,he or she [third person singular],57,i n c t
5664,nucl1310,le⁵⁵,l e - ⁵⁵,,l e - ⁵⁵,heavy,l e ⁵⁵,642,Rangoon,TBL,1210,le⁵⁵,heavy,355,i n t
1841,long1372,li³¹,l i - ³¹,,l i - ³¹,heavy,l i ³¹,642,Achang_Longchuan,TBL,1210,li³¹,heavy,355,i n t
1843,zaiw1240,lai²¹,l a i ²¹,,l a i ²¹,heavy,l a i ²¹,642,Atsi,TBL,1210,lai²¹,heavy,355,i n N t
1844,bela1241,li³¹,l i - ³¹,,l i - ³¹,heavy,l i ³¹,642,Bola,TBL,1210,li³¹,heavy,355,i n t
1847,lash1242,laːi³³,l aː i ³³,,l aː i ³³,heavy,l aː i ³³,642,Lashi,TBL,1210,laːi³³,heavy,355,i n N t
1848,maru1248,la³⁵,l a - ³⁵,,l a - ³⁵,heavy,l a ³⁵,642,Maru,TBL,1210,la³⁵,heavy,355,i n t
1849,xian1248,lai³¹,l a i ³¹,,l a i ³¹,heavy,l a i ³¹,642,Xiandao,TBL,1210,lai³¹,heavy,355,i n N t
7137,oldb1234,liyḥ,l i j ⁵⁵,,l i j ⁵⁵,heavy,l i j ⁵⁵,642,Old_Burmese,,1210,liyḥ,heavy,355,i n c t
5491,nucl1310,i²²◦twĩ²²,i ²² + t w ĩ ∼ ²²,bad concept,i ²² + t w ĩ ∼ ²²,this2 on,i ²² + t w ĩ ∼ ²²,107,Rangoon,TBL,136,i²²◦twĩ²²,here,1074 357,n t + i m n c t
1853,long1372,xai⁵⁵thɔʔ⁵⁵,x a i ⁵⁵ + tʰ ɔ ʔ ⁵⁵,bad concept,x a i ⁵⁵ + tʰ ɔ ʔ ⁵⁵,this dir2,x a i ⁵⁵ + tʰ ɔ ʔ ⁵⁵,621,Achang_Longchuan,TBL,136,xai⁵⁵thɔʔ⁵⁵,here,356 1070,i n N t + i n c t
1856,zaiw1240,xji⁵¹ma⁵⁵,x j i ⁵¹ + m a ⁵⁵,bad concept,x j i ⁵¹ + m a - ⁵⁵,this on,x j i ⁵¹ + m a ⁵⁵,404,Atsi,TBL,136,xji⁵¹ma⁵⁵,here,356 1071,i m n t + i n t
1858,bela1241,tʃhə̆⁵⁵mɛ̃⁵⁵--,tʃʰ ə̆ ⁵⁵ + m ɛ̃ ∼ ⁵⁵,bad concept,tʃʰ ə̆ ⁵⁵ + m ɛ̃ ∼ ⁵⁵,this on,tʃʰ ə̆ ⁵⁵ + m ɛ̃ ∼ ⁵⁵,660,Bola,TBL,136,tʃhə̆⁵⁵mɛ̃⁵⁵--,here,1072 1073,i n t + i n c t
1860,lash1242,xjɛ³³mŏ³³,x j ɛ ³³ + m ŏ ³³,bad concept,x j ɛ ³³ + m ŏ - ³³,this on,x j ɛ ³³ + m ŏ ³³,404,Lashi,TBL,136,xjɛ³³mŏ³³,here,356 1071,i m n t + i n t
1861,maru1248,tʃhɛ̆³¹mɛ³¹,tʃʰ ɛ̆ ³¹ + m ɛ - ³¹,bad concept,tʃʰ ɛ̆ ³¹ + m ɛ - ³¹,this on,tʃʰ ɛ̆ ³¹ + m ɛ ³¹,660,Maru,TBL,136,tʃhɛ̆³¹mɛ³¹,here,1072 1073,i n t + i n t
1863,xian1248,xai⁵⁵thɔʔ⁵⁵,x a i ⁵⁵ + tʰ ɔ ʔ ⁵⁵,bad concept,x a i ⁵⁵ + tʰ ɔ ʔ ⁵⁵,this-1 up-on,x a i ⁵⁵ + tʰ ɔ ʔ ⁵⁵,621,Xiandao,TBL,136,xai⁵⁵thɔʔ⁵⁵,here,356 1070,i n N t + i n c t
7139,oldb1234,sañ◦to₁ṅ,s a nʲ + t o ŋ,,s a nʲ + t o ŋ,this inside,s a nʲ + t o ŋ,454,Old_Burmese,,136,sañ◦to₁ṅ,here,1366 357,i n c + i n c
4242,long1372,m̥ʐaŋ⁵⁵,m̥ ʐ a ŋ ⁵⁵,,m̥ ʐ a ŋ ⁵⁵,high,m̥ ʐ a ŋ ⁵⁵,180,Achang_Longchuan,TBL,1265,m̥ʐaŋ⁵⁵,high / tall,749,i m n c t
4244,zaiw1240,mja̱ŋ⁵¹,m j a̰ ŋ ⁵¹,,m j a̰ ŋ ⁵¹,high,m j a̰ ŋ ⁵¹,180,Atsi,TBL,1265,mja̱ŋ⁵¹,high / tall,749,i m n c t
4245,bela1241,mjɔ̱̃⁵⁵,m j ɔ̰̃ ∼ ⁵⁵,,m j ɔ̰̃ ∼ ⁵⁵,high,m j ɔ̰̃ ∼ ⁵⁵,180,Bola,TBL,1265,mjɔ̱̃⁵⁵,high / tall,749,i m n c t
4248,lash1242,mja̱ːŋ³³,m j a̰ː ŋ ³³,,m j a̰ː ŋ ³³,high,m j a̰ː ŋ ³³,180,Lashi,TBL,1265,mja̱ːŋ³³,high / tall,749,i m n c t
4249,maru1248,mjɔ̃³¹,m j ɔ̃ ∼ ³¹,,m j ɔ̃ ∼ ³¹,high,m j ɔ̃ ∼ ³¹,180,Maru,TBL,1265,mjɔ̃³¹,high / tall,749,i m n c t
4251,xian1248,m̥ʐaŋ⁵⁵,m̥ ʐ a ŋ ⁵⁵,,m̥ ʐ a ŋ ⁵⁵,high,m̥ ʐ a ŋ ⁵⁵,180,Xiandao,TBL,1265,m̥ʐaŋ⁵⁵,high / tall,749,i m n c t
7141,oldb1234,mraṅʔ,m r a ŋ ⁵³,,m r a ŋ ⁵³,,m r a ŋ ⁵³,180,Old_Burmese,,1265,mraṅʔ,high / tall,749,i m n c t
5498,nucl1310,mjĩ⁵³,m j ĩ ∼ ⁵³,,m j ĩ - ⁵³,high,m j ĩ ∼ ⁵³,180,Rangoon,TBL,1265,mjĩ⁵³,high / tall,749,i m n c t
6334,nucl1310,kɑ̃⁵³lɑ̃⁵³,k ɑ̃ ∼ ⁵³ + l ɑ̃ ∼ ⁵³,,k ɑ̃ ∼ ⁵³ + l ɑ̃ ∼ ⁵³,horizontal1 horizontal2,k ɑ̃ ∼ ⁵³ + l ɑ̃ ∼ ⁵³,337,Rangoon,TBL,2376,kɑ̃⁵³lɑ̃⁵³,horizontal,1242 1356,i n c t + i n c t
6135,long1372,xaŋ³¹,x a ŋ ³¹,,x a ŋ ³¹,horizontal,x a ŋ ³¹,156,Achang_Longchuan,TBL,2376,xaŋ³¹,horizontal,966,i n c t
6195,maru1248,pji̱³¹,p j ḭ ³¹,,p j ḭ ³¹,horizontal,p j ḭ ³¹,677,Maru,TBL,2376,pji̱³¹,horizontal,965,i m n t
6299,zaiw1240,a²¹pji̱⁵¹,a ²¹ + p j ḭ ⁵¹,,a ²¹ + p j ḭ ⁵¹,a-prefix horizontal,a ²¹ + p j ḭ ⁵¹,641,Atsi,TBL,2376,a²¹pji̱⁵¹,horizontal,1241 965,n t + i m n t
6302,bela1241,pi̱⁵⁵,p - ḭ ⁵⁵,,p - ḭ ⁵⁵,horizontal,p ḭ ⁵⁵,677,Bola,TBL,2376,pi̱⁵⁵,horizontal,965,i n t
6467,lash1242,pji̱ː³³,p j ḭː ³³,,p j ḭː ³³,horizontal,p j ḭː ³³,677,Lashi,TBL,2376,pji̱ː³³,horizontal,965,i m n t
6526,xian1248,a³¹faŋ³¹,a ³¹ + f a ŋ ³¹,,a ³¹ + f a ŋ ³¹,a-prefix horizontal,a ³¹ + f a ŋ ³¹,218,Xiandao,TBL,2376,a³¹faŋ³¹,horizontal,1241 1243,n t + i n c t
7143,oldb1234,kanʔ◦lanʔ,k a n ⁵³ + l a n ⁵³,,k a n ⁵³ + l a n ⁵³,,k a n ⁵³ + l a n ⁵³,337,Old_Burmese,,2376,kanʔ◦lanʔ,horizontal,1242 1356,i n c t + i n c t
6362,zaiw1240,ŋje⁵⁵,ŋ j e ⁵⁵,,ŋ j e ⁵⁵,hot-burn,ŋ j e ⁵⁵,288,Atsi,TBL,1286,ŋje⁵⁵,hot,70,i m n t
6172,long1372,pu⁵⁵,p u ⁵⁵,,p u ⁵⁵,hot,p u ⁵⁵,405,Achang_Longchuan,TBL,1286,pu⁵⁵,hot,67,i n t
6220,maru1248,lauŋ³¹,l a u ŋ ³¹,,l a u ŋ ³¹,hot,l a u ŋ ³¹,613,Maru,TBL,1286,lauŋ³¹,hot,68,i n N c t
6228,xian1248,pu⁵⁵,p u ⁵⁵,,p u ⁵⁵,hot,p u ⁵⁵,405,Xiandao,TBL,1286,pu⁵⁵,hot,67,i n t
6539,lash1242,ŋɛː⁵⁵,ŋ - ɛː ⁵⁵,,ŋ - ɛː ⁵⁵,hot,ŋ ɛː ⁵⁵,288,Lashi,TBL,1286,ŋɛː⁵⁵,hot,70,i n t
6578,nucl1310,ɑiʔ⁴,ɑ i ʔ ⁴,,ɑ i ʔ ⁴,hot,ɑ i ʔ ⁴,85,Rangoon,TBL,1286,ɑiʔ⁴,hot,69,m n c t
6627,bela1241,lauŋ⁵⁵,l a u ŋ ⁵⁵,,l a u ŋ ⁵⁵,hot,l a u ŋ ⁵⁵,613,Bola,TBL,1286,lauŋ⁵⁵,hot,68,i n N c t
7145,oldb1234,nuyḥ,n u j ⁵⁵,,n u j ⁵⁵,hot-warm,n u j ⁵⁵,639,Old_Burmese,,1286,nuyḥ,hot,1404,i n c t
2056,lash1242,ʃo̱³³,ʃ o̰ ³³,,ʃ o̰ ³³,hundred,ʃ o̰ ³³,103,Lashi,TBL,1634,ʃo̱³³,hundred,1077,i n t
2058,maru1248,jɔ³¹,- j ɔ ³¹,,j ɔ ³¹,hundred,j ɔ ³¹,465,Maru,TBL,1634,jɔ³¹,hundred,385,i n t
2059,xian1248,pak³⁵,p a k ³⁵,,p a k ³⁵,hundred,p a k ³⁵,401,Xiandao,TBL,1634,pak³⁵,hundred,1078,i n c t
2052,bela1241,ja⁵⁵,- j a ⁵⁵,,j a ⁵⁵,hundred,j a ⁵⁵,465,Bola,TBL,1634,ja⁵⁵,hundred,385,i n t
5284,nucl1310,(tiʔ⁴)◦jɑ²²,t i ʔ ⁴ + j ɑ ²²,,t i ʔ ⁴ + j ɑ ²²,one hundred,t i ʔ ⁴ + j ɑ ²²,226,Rangoon,TBL,1634,(tiʔ⁴)◦jɑ²²,hundred,386 385,i n c t + i n t
2048,long1372,pak³⁵,p a k ³⁵,,p a k ³⁵,hundred,p a k ³⁵,401,Achang_Longchuan,TBL,1634,pak³⁵,hundred,1078,i n c t
2050,zaiw1240,ʃo⁵¹,ʃ o ⁵¹,,ʃ o ⁵¹,hundred,ʃ o ⁵¹,103,Atsi,TBL,1634,ʃo⁵¹,hundred,1077,i n t
7147,oldb1234,ryā,r j a ²²,,r j a ²²,,r j a ²²,465,Old_Burmese,,1634,ryā,hundred,385,i m n t
6322,lash1242,a³³kʰou³³,a ³³ + kʰ o u - ³³,,a ³³ + kʰ o u - ³³,a-prefix inside,a ³³ + kʰ o u ³³,71,Lashi,TBL,1606,a³³kʰou³³,inside,1015 1346,n t + i n N t
6381,bela1241,a³¹kʰau⁵⁵,a ³¹ + kʰ a u - ⁵⁵,,a ³¹ + kʰ a u - ⁵⁵,a-prefix inside,a ³¹ + kʰ a u ⁵⁵,71,Bola,TBL,1606,a³¹kʰau⁵⁵,inside,1015 1346,n t + i n N t
6391,xian1248,a³¹xau⁵⁵,a ³¹ + x a u - ⁵⁵,,a ³¹ + x a u - ⁵⁵,a-prefix inside,a ³¹ + x a u ⁵⁵,71,Xiandao,TBL,1606,a³¹xau⁵⁵,inside,1015 1346,n t + i n N t
6469,zaiw1240,a²¹kʰau⁵¹,a ²¹ + kʰ a u - ⁵¹,,a ²¹ + kʰ a u - ⁵¹,a-prefix inside,a ²¹ + kʰ a u ⁵¹,71,Atsi,TBL,1606,a²¹kʰau⁵¹,inside,1015 1346,n t + i n N t
6515,long1372,a³¹xau⁵⁵,a ³¹ + x a u - ⁵⁵,,a ³¹ + x a u - ⁵⁵,a-prefix inside,a ³¹ + x a u ⁵⁵,71,Achang_Longchuan,TBL,1606,a³¹xau⁵⁵,inside,1015 1346,n t + i n N t
6575,maru1248,a³¹kʰuk³¹,a ³¹ + kʰ u - k ³¹,,a ³¹ + kʰ u - k ³¹,a-prefix inside,a ³¹ + kʰ u k ³¹,71,Maru,TBL,1606,a³¹kʰuk³¹,inside,1015 1346,n t + i n c t
6608,nucl1310,ɑ⁵³tʰɛ⁵⁵,ɑ ⁵³ + tʰ ɛ ⁵⁵,,ɑ ⁵³ + tʰ ɛ - ⁵⁵,a-prefix inside,ɑ ⁵³ + tʰ ɛ ⁵⁵,13,Rangoon,TBL,1606,ɑ⁵³tʰɛ⁵⁵,inside,1015 1016,n t + i n t
7151,oldb1234,a◦to₁ṅḥ,a + t o ŋ ⁵⁵,,a + t o ŋ ⁵⁵,a-prefix inside,a + t o ŋ ⁵⁵,599,Old_Burmese,,1606,a◦to₁ṅḥ,inside,1015 1410,n + i n c t
7154,oldb1234,no₂k◦kya,- - - - - n ʊ k + k j a -,,n ʊ k + k j a,,n ʊ k + k j a,379,Old_Burmese,,477,no₂k◦kya,late,38 37,i n c + i m n
6145,long1372,l̥ɔ³¹,l̥ ɔ ³¹,,l̥ ɔ ³¹,late,l̥ ɔ ³¹,678,Achang_Longchuan,TBL,477,l̥ɔ³¹,late,1259,i n t
6203,maru1248,kjam³¹,k j a m ³¹,,k j a m ³¹,late,k j a m ³¹,367,Maru,TBL,477,kjam³¹,late,1261,i m n c t
6214,zaiw1240,tʰaŋ⁵¹kjo⁵⁵,tʰ a ŋ ⁵¹ + k j o ⁵⁵,,tʰ a ŋ ⁵¹ + k j o ⁵⁵,late fall-descend,tʰ a ŋ ⁵¹ + k j o ⁵⁵,248,Atsi,TBL,477,tʰaŋ⁵¹kjo⁵⁵,late,1260 37,i n c t + i m n t
6240,nucl1310,nɑuʔ⁴ʨɑ⁵³,n ɑ u ʔ ⁴ - - - + tɕ - ɑ ⁵³,,n ɑ u ʔ ⁴ + tɕ - ɑ ⁵³,,n ɑ u ʔ ⁴ + tɕ ɑ ⁵³,379,Rangoon,TBL,477,nɑuʔ⁴ʨɑ⁵³,late,38 37,i n N c t + i n t
6475,lash1242,nɛː⁵⁵,n ɛː ⁵⁵,,n ɛː ⁵⁵,late-slow,n ɛː ⁵⁵,574,Lashi,TBL,477,nɛː⁵⁵,late,1262,i n t
6537,xian1248,kɯm⁵⁵,k - ɯ m ⁵⁵,,k ɯ m ⁵⁵,late,k ɯ m ⁵⁵,367,Xiandao,TBL,477,kɯm⁵⁵,late,1261,i n c t
6605,bela1241,tʰɔ̃⁵⁵kja³⁵,tʰ ɔ̃ ∼ ⁵⁵ + k j a ³⁵,,tʰ ɔ̃ ∼ ⁵⁵ + k j a ³⁵,late fall-descend,tʰ ɔ̃ ∼ ⁵⁵ + k j a ³⁵,248,Bola,TBL,477,tʰɔ̃⁵⁵kja³⁵,late,1260 37,i n c t + i m n t
5605,nucl1310,wɛ⁵⁵,w ɛ ⁵⁵,,w ɛ - ⁵⁵,,w ɛ ⁵⁵,316,Rangoon,TBL,244,wɛ⁵⁵,left,420,i n t
5606,nucl1310,bɛ²²,b ɛ ²²,,b ɛ - ²²,,b ɛ ²²,118,Rangoon,TBL,244,bɛ²²,left,419,i n t
7156,oldb1234,vai,w aj -,,w aj,,w aj,316,Old_Burmese,,244,vai,left,420,i n
2299,long1372,lɔʔ³¹nam³¹pa³¹,l ɔ ʔ ³¹ + n a m ³¹ + p a ³¹,,l ɔ ʔ ³¹ + n a m ³¹ + p a - ³¹,hand left dir,l ɔ ʔ ³¹ + n a m ³¹ + p a ³¹,80,Achang_Longchuan,TBL,244,lɔʔ³¹nam³¹pa³¹,left,345 1102 422,i n c t + i n c t + i n t
2301,zaiw1240,loʔ³¹pa̱i²¹,l o ʔ ²¹ + p a̰ i ²¹,,l o ʔ ²¹ + p a̰ i ²¹,hand left,l o ʔ ²¹ + p a̰ i ²¹,183,Atsi,TBL,244,loʔ³¹pa̱i²¹,left,345 422,i n c t + i n N t
2303,bela1241,laʔ³¹ka̱uŋ³⁵,l a ʔ ³¹ + k a̰ u ŋ ³⁵,,l a ʔ ³¹ + k a̰ u ŋ ³⁵,hand left,l a ʔ ³¹ + k a̰ u ŋ ³⁵,612,Bola,TBL,244,laʔ³¹ka̱uŋ³⁵,left,345 421,i n c t + i n N c t
2307,lash1242,lɔʔ³¹pe̱i⁵⁵,l ɔ ʔ ³¹ + p ḛ i ⁵⁵,,l ɔ ʔ ³¹ + p ḛ i ⁵⁵,hand left,l ɔ ʔ ³¹ + p ḛ i ⁵⁵,183,Lashi,TBL,244,lɔʔ³¹pe̱i⁵⁵,left,345 422,i n c t + i n N t
2308,maru1248,lɔʔ³¹ka̱uŋ³⁵,l ɔ ʔ ³¹ + k a̰ u ŋ ³⁵,,l ɔ ʔ ³¹ + k a̰ u ŋ ³⁵,hand left,l ɔ ʔ ³¹ + k a̰ u ŋ ³⁵,612,Maru,TBL,244,lɔʔ³¹ka̱uŋ³⁵,left,345 421,i n c t + i n N c t
2310,xian1248,lɔʔ⁵⁵xa⁵⁵,l ɔ ʔ ⁵⁵ + x a ⁵⁵,,l ɔ ʔ ⁵⁵ + x a ⁵⁵,hand left,l ɔ ʔ ⁵⁵ + x a ⁵⁵,426,Xiandao,TBL,244,lɔʔ⁵⁵xa⁵⁵,left,345 1103,i n c t + i n t
5482,nucl1310,pɔ⁵³,p ɔ ⁵³,,p ɔ ⁵³,,p ɔ ⁵³,23,Rangoon,TBL,1052,pɔ⁵³,light (of weight),431,i n t
2393,long1372,ʑaŋ⁵⁵,ʑ a ŋ ⁵⁵,,ʑ a ŋ ⁵⁵,light,ʑ a ŋ ⁵⁵,307,Achang_Longchuan,TBL,1052,ʑaŋ⁵⁵,light (of weight),20,i n c t
2394,zaiw1240,som²¹,s o m ²¹,,s o m ²¹,light,s o m ²¹,545,Atsi,TBL,1052,som²¹,light (of weight),430,i n c t
2395,bela1241,sø̃³⁵,s ø̃ ∼ ³⁵,,s ø̃ ∼ ³⁵,,s ø̃ ∼ ³⁵,545,Bola,TBL,1052,sø̃³⁵,light (of weight),430,i n c t
