ID,Form_ID,Cognateset_ID,Segment_Slice,Alignment,Source
2952,2952,1213,,,
3189,3189,1213,,,
3446,3446,729,,,
3447,3447,1213,,,
3740,3740,1213,,,
4057,4057,822,,,
4058,4058,1213,,,
4305,4305,1213,,,
4496,4496,1213,,,
4718,4718,1213,,,
4978,4978,1213,,,
5232,5232,1213,,,
5491,5491,1213,,,
5737,5737,1213,,,
5998,5998,1213,,,
6256,6256,1213,,,
6492,6492,1157,,,
6789,6789,1192,,,
6790,6790,1213,,,
7050,7050,1213,,,
7311,7311,1213,,,
7551,7551,1213,,,
86,86,1169,,,
87,87,19,,,
326,326,296,,,
327,327,190,,,
799,799,296,,,
1014,1014,19,,,
1244,1244,296,,,
1462,1462,296,,,
1677,1677,240,,,
1933,1933,296,,,
2183,2183,772,,,
2403,2403,1431,,,
2633,2633,296,,,
2903,2903,296,,,
2904,2904,190,,,
3144,3144,190,,,
3390,3390,296,,,
3391,3391,240,,,
3679,3679,296,,,
3680,3680,190,,,
3998,3998,1431,,,
3999,3999,240,,,
4262,4262,1169,,,
4459,4459,296,,,
4659,4659,296,,,
4921,4921,240,,,
4922,4922,190,,,
5181,5181,296,,,
5439,5439,190,,,
5440,5440,1169,,,
5689,5689,296,,,
5940,5940,296,,,
6213,6213,190,,,
6438,6438,772,,,
6723,6723,772,,,
6724,6724,240,,,
6725,6725,19,,,
6996,6996,296,,,
6997,6997,19,,,
7262,7262,1426,,,
7507,7507,772,,,
150,150,388,,,
862,862,454,,,
1066,1066,173,,,
1306,1306,191,,,
1747,1747,783,,,
2006,2006,542,,,
2238,2238,783,,,
2464,2464,286,,,
2688,2688,120,,,
2968,2968,286,,,
3205,3205,783,,,
3472,3472,454,,,
3473,3473,120,,,
3762,3762,935,,,
4081,4081,241,,,
4082,4082,120,,,
4509,4509,899,,,
4737,4737,120,,,
5251,5251,191,,,
5252,5252,120,,,
5753,5753,120,,,
6023,6023,191,,,
6271,6271,120,,,
6511,6511,783,,,
6809,6809,935,,,
7067,7067,972,,,
7566,7566,241,,,
235,235,21,,,
498,498,21,,,
933,933,21,,,
1147,1147,224,,,
1384,1384,21,,,
1385,1385,1458,,,
1578,1578,21,,,
1831,1831,21,,,
1832,1832,21,,,
1833,1833,466,,,
2097,2097,21,,,
2098,2098,21,,,
2317,2317,21,,,
2539,2539,21,,,
2797,2797,21,,,
3060,3060,21,,,
3279,3279,21,,,
3571,3571,1458,,,
3873,3873,21,,,
4181,4181,21,,,
4377,4377,875,,,
4837,4837,21,,,
5082,5082,21,,,
5083,5083,21,,,
5342,5342,1458,,,
5596,5596,1028,,,
5830,5830,1458,,,
5831,5831,21,,,
6133,6133,21,,,
6344,6344,21,,,
6603,6603,21,,,
6897,6897,21,,,
7160,7160,21,,,
7412,7412,21,,,
7643,7643,1293,,,
194,194,22,,,
451,451,22,,,
901,901,22,,,
1110,1110,22,,,
1350,1350,22,,,
1546,1546,22,,,
1795,1795,22,,,
2058,2058,22,,,
2283,2283,22,,,
2505,2505,22,,,
2752,2752,22,,,
3021,3021,22,,,
3245,3245,22,,,
3532,3532,475,,,
3820,3820,22,,,
4134,4134,22,,,
4346,4346,22,,,
4547,4547,22,,,
4792,4792,22,,,
5044,5044,22,,,
5303,5303,22,,,
5556,5556,22,,,
5795,5795,1059,,,
6092,6092,22,,,
6312,6312,22,,,
6565,6565,22,,,
6857,6857,22,,,
7123,7123,22,,,
7369,7369,22,,,
7608,7608,22,,,
108,108,704,,,
109,109,737,,,
357,357,121,,,
822,822,121,,,
823,823,192,,,
824,824,737,,,
1034,1034,121,,,
1267,1267,192,,,
1482,1482,121,,,
1703,1703,737,,,
1704,1704,192,,,
1960,1960,192,,,
2202,2202,121,,,
2425,2425,121,,,
2928,2928,121,,,
3164,3164,121,,,
3418,3418,192,,,
3710,3710,121,,,
4026,4026,704,,,
4027,4027,121,,,
4284,4284,121,,,
4477,4477,192,,,
4694,4694,192,,,
4950,4950,121,,,
5206,5206,192,,,
5465,5465,121,,,
5713,5713,192,,,
5714,5714,1044,,,
5970,5970,192,,,
6234,6234,192,,,
6463,6463,121,,,
6759,6759,1191,,,
7023,7023,121,,,
7288,7288,121,,,
7527,7527,121,,,
131,131,322,,,
845,845,950,,,
846,846,1356,,,
1052,1052,745,,,
1290,1290,1435,,,
1501,1501,950,,,
1725,1725,1088,,,
1726,1726,1214,,,
1986,1986,1088,,,
2223,2223,950,,,
2447,2447,950,,,
2950,2950,950,,,
3187,3187,701,,,
3444,3444,1088,,,
3737,3737,765,,,
3738,3738,950,,,
4055,4055,950,,,
4303,4303,23,,,
4494,4494,1435,,,
4716,4716,1214,,,
5230,5230,950,,,
5489,5489,1389,,,
5735,5735,950,,,
5996,5996,950,,,
6254,6254,950,,,
6490,6490,950,,,
6787,6787,950,,,
7048,7048,950,,,
7309,7309,950,,,
7549,7549,950,,,
192,192,24,,,
449,449,24,,,
899,899,24,,,
1108,1108,24,,,
1348,1348,24,,,
1544,1544,24,,,
1793,1793,24,,,
2056,2056,24,,,
2281,2281,951,,,
2503,2503,24,,,
2749,2749,808,,,
2750,2750,24,,,
3019,3019,24,,,
3243,3243,951,,,
3529,3529,24,,,
3530,3530,808,,,
3818,3818,24,,,
4132,4132,24,,,
4344,4344,24,,,
4545,4545,24,,,
4790,4790,24,,,
5042,5042,24,,,
5301,5301,24,,,
5554,5554,24,,,
5793,5793,24,,,
6089,6089,24,,,
6090,6090,808,,,
6310,6310,24,,,
6563,6563,24,,,
6855,6855,24,,,
7121,7121,24,,,
7367,7367,24,,,
7606,7606,24,,,
41,41,297,,,
278,278,25,,,
279,279,297,,,
755,755,1288,,,
974,974,327,,,
1201,1201,338,,,
1430,1430,363,,,
1624,1624,411,,,
1879,1879,297,,,
2142,2142,297,,,
2362,2362,297,,,
2580,2580,297,,,
2581,2581,612,,,
2853,2853,297,,,
3105,3105,297,,,
3327,3327,297,,,
3625,3625,25,,,
3626,3626,297,,,
3938,3938,297,,,
4230,4230,297,,,
4612,4612,297,,,
4882,4882,297,,,
5134,5134,338,,,
5386,5386,862,,,
5643,5643,297,,,
5881,5881,297,,,
6171,6171,297,,,
6391,6391,297,,,
6654,6654,297,,,
6944,6944,297,,,
7206,7206,297,,,
7463,7463,297,,,
125,125,878,,,
375,375,242,,,
839,839,339,,,
1047,1047,170,,,
1284,1284,298,,,
1494,1494,339,,,
1719,1719,339,,,
1978,1978,491,,,
1979,1979,242,,,
2217,2217,242,,,
2441,2441,339,,,
2943,2943,242,,,
3181,3181,242,,,
3436,3436,727,,,
3437,3437,242,,,
3731,3731,339,,,
4045,4045,820,,,
4046,4046,339,,,
4047,4047,1285,,,
4296,4296,859,,,
4488,4488,889,,,
4710,4710,242,,,
4968,4968,242,,,
4969,4969,339,,,
5222,5222,298,,,
5483,5483,339,,,
5729,5729,26,,,
5989,5989,242,,,
5990,5990,339,,,
6248,6248,242,,,
6483,6483,26,,,
6776,6776,26,,,
6777,6777,242,,,
6778,6778,339,,,
7041,7041,339,,,
7302,7302,339,,,
7542,7542,26,,,
175,175,27,,,
434,434,27,,,
884,884,27,,,
1093,1093,27,,,
1330,1330,27,,,
1331,1331,952,,,
1529,1529,27,,,
1775,1775,694,,,
1776,1776,27,,,
2036,2036,27,,,
2269,2269,27,,,
2487,2487,27,,,
2727,2727,952,,,
2728,2728,27,,,
3002,3002,27,,,
3229,3229,27,,,
3509,3509,27,,,
3800,3800,27,,,
4111,4111,27,,,
4331,4331,27,,,
4529,4529,27,,,
4772,4772,27,,,
5026,5026,27,,,
5279,5279,27,,,
5280,5280,952,,,
5536,5536,27,,,
5777,5777,27,,,
6067,6067,952,,,
6068,6068,27,,,
6296,6296,952,,,
6548,6548,27,,,
6838,6838,27,,,
7101,7101,27,,,
7590,7590,27,,,
130,130,28,,,
380,380,953,,,
844,844,28,,,
1051,1051,28,,,
1289,1289,28,,,
1500,1500,953,,,
1724,1724,28,,,
1985,1985,28,,,
2222,2222,953,,,
2446,2446,28,,,
2674,2674,28,,,
2949,2949,28,,,
3186,3186,953,,,
3443,3443,28,,,
3736,3736,28,,,
4054,4054,28,,,
4302,4302,497,,,
4493,4493,28,,,
4715,4715,28,,,
4976,4976,953,,,
5229,5229,28,,,
5488,5488,28,,,
5734,5734,28,,,
5995,5995,28,,,
6253,6253,28,,,
6489,6489,953,,,
6785,6785,973,,,
6786,6786,28,,,
7047,7047,953,,,
7308,7308,28,,,
7548,7548,28,,,
83,83,1351,,,
323,323,29,,,
796,796,29,,,
1011,1011,29,,,
1241,1241,29,,,
1459,1459,29,,,
1673,1673,29,,,
1927,1927,29,,,
2179,2179,29,,,
2400,2400,29,,,
2629,2629,29,,,
2900,2900,29,,,
3141,3141,29,,,
3386,3386,29,,,
3673,3673,29,,,
3995,3995,29,,,
4259,4259,29,,,
4456,4456,29,,,
4656,4656,29,,,
4919,4919,29,,,
5177,5177,29,,,
5435,5435,29,,,
5686,5686,29,,,
5936,5936,29,,,
6210,6210,29,,,
6435,6435,29,,,
6720,6720,29,,,
6993,6993,29,,,
7256,7256,1265,,,
7257,7257,29,,,
7504,7504,29,,,
118,118,30,,,
368,368,30,,,
832,832,30,,,
1041,1041,30,,,
1275,1275,30,,,
1489,1489,30,,,
1713,1713,30,,,
1970,1970,30,,,
2211,2211,577,,,
2433,2433,30,,,
2666,2666,30,,,
2938,2938,30,,,
3173,3173,30,,,
3174,3174,705,,,
3175,3175,699,,,
3427,3427,30,,,
3721,3721,30,,,
3722,3722,705,,,
4038,4038,30,,,
4291,4291,30,,,
4483,4483,30,,,
4703,4703,1372,,,
4960,4960,30,,,
5214,5214,30,,,
5476,5476,30,,,
5722,5722,30,,,
5981,5981,30,,,
6243,6243,30,,,
6476,6476,30,,,
6767,6767,30,,,
7033,7033,30,,,
7297,7297,30,,,
7537,7537,30,,,
112,112,455,,,
361,361,1320,,,
827,827,31,,,
1036,1036,760,,,
1270,1270,1215,,,
1485,1485,1390,,,
1707,1707,31,,,
1963,1963,1215,,,
1964,1964,31,,,
2205,2205,31,,,
2428,2428,780,,,
2661,2661,1215,,,
2931,2931,1390,,,
3167,3167,1390,,,
3421,3421,31,,,
3713,3713,1390,,,
3714,3714,1320,,,
4030,4030,31,,,
4031,4031,1215,,,
4287,4287,31,,,
4478,4478,1215,,,
4697,4697,31,,,
4952,4952,1320,,,
5209,5209,1215,,,
5468,5468,1390,,,
5717,5717,31,,,
5975,5975,31,,,
6237,6237,31,,,
6467,6467,498,,,
6762,6762,31,,,
7026,7026,773,,,
7291,7291,498,,,
7530,7530,31,,,
95,95,574,,,
341,341,32,,,
808,808,32,,,
1253,1253,176,,,
1470,1470,574,,,
1688,1688,32,,,
1689,1689,32,,,
1944,1944,32,,,
2191,2191,32,,,
2412,2412,32,,,
2643,2643,32,,,
2913,2913,574,,,
3152,3152,32,,,
3401,3401,32,,,
3692,3692,32,,,
4270,4270,574,,,
4674,4674,122,,,
4675,4675,32,,,
5191,5191,985,,,
5450,5450,32,,,
5699,5699,32,,,
5952,5952,122,,,
5953,5953,32,,,
6223,6223,32,,,
6449,6449,574,,,
6737,6737,32,,,
6738,6738,574,,,
6739,6739,746,,,
7007,7007,32,,,
7273,7273,499,,,
7515,7515,574,,,
111,111,33,,,
360,360,33,,,
826,826,33,,,
1035,1035,33,,,
1269,1269,279,,,
1484,1484,33,,,
1706,1706,435,,,
1962,1962,33,,,
2204,2204,33,,,
2427,2427,33,,,
2660,2660,33,,,
2930,2930,33,,,
3166,3166,33,,,
3420,3420,33,,,
3712,3712,33,,,
4029,4029,33,,,
4286,4286,33,,,
4696,4696,33,,,
4951,4951,33,,,
5208,5208,990,,,
5467,5467,33,,,
5716,5716,33,,,
5974,5974,33,,,
6236,6236,33,,,
6465,6465,33,,,
6761,6761,33,,,
7025,7025,33,,,
7290,7290,33,,,
7529,7529,33,,,
59,59,1068,,,
298,298,398,,,
299,299,425,,,
774,774,1291,,,
990,990,398,,,
1218,1218,374,,,
1441,1441,398,,,
1643,1643,415,,,
1644,1644,340,,,
1897,1897,277,,,
1898,1898,1463,,,
2157,2157,340,,,
2378,2378,425,,,
2602,2602,374,,,
2870,2870,340,,,
3118,3118,340,,,
3349,3349,1124,,,
3350,3350,374,,,
3351,3351,340,,,
3644,3644,398,,,
3961,3961,340,,,
3962,3962,794,,,
3963,3963,425,,,
4241,4241,398,,,
4435,4435,374,,,
4629,4629,374,,,
4630,4630,340,,,
4896,4896,398,,,
5154,5154,374,,,
5405,5405,1428,,,
5663,5663,374,,,
5899,5899,374,,,
5900,5900,340,,,
6185,6185,422,,,
6186,6186,374,,,
6187,6187,340,,,
6410,6410,340,,,
6679,6679,398,,,
6680,6680,425,,,
6961,6961,1062,,,
7228,7228,425,,,
7480,7480,425,,,
110,110,219,,,
358,358,299,,,
359,359,1063,,,
825,825,1032,,,
1268,1268,299,,,
1483,1483,1063,,,
1705,1705,1063,,,
1961,1961,299,,,
2203,2203,681,,,
2426,2426,1063,,,
2929,2929,1063,,,
3165,3165,681,,,
3419,3419,299,,,
3711,3711,299,,,
4028,4028,818,,,
4285,4285,1200,,,
4695,4695,1063,,,
5207,5207,299,,,
5466,5466,34,,,
5715,5715,1063,,,
5972,5972,299,,,
5973,5973,1063,,,
6235,6235,1063,,,
6464,6464,1063,,,
6760,6760,299,,,
7024,7024,299,,,
7289,7289,1063,,,
7528,7528,1286,,,
74,74,1122,,,
315,315,123,,,
788,788,1299,,,
1232,1232,274,,,
1233,1233,35,,,
1451,1451,193,,,
1663,1663,35,,,
1915,1915,123,,,
2171,2171,1448,,,
2392,2392,35,,,
2886,2886,1391,,,
2887,2887,35,,,
3131,3131,35,,,
3373,3373,720,,,
3661,3661,123,,,
3984,3984,800,,,
4251,4251,853,,,
4448,4448,35,,,
4644,4644,35,,,
4910,4910,243,,,
5169,5169,35,,,
5423,5423,123,,,
5424,5424,35,,,
5676,5676,1041,,,
5923,5923,35,,,
5924,5924,35,,,
6201,6201,35,,,
6426,6426,1122,,,
6704,6704,1122,,,
6705,6705,35,,,
6981,6981,123,,,
7245,7245,243,,,
7491,7491,1391,,,
7492,7492,193,,,
217,217,815,,,
476,476,815,,,
477,477,695,,,
918,918,1427,,,
1132,1132,655,,,
1133,1133,695,,,
1369,1369,815,,,
1563,1563,695,,,
1813,1813,463,,,
1814,1814,695,,,
2078,2078,815,,,
2302,2302,815,,,
2524,2524,815,,,
2775,2775,815,,,
3041,3041,815,,,
3042,3042,695,,,
3264,3264,815,,,
3553,3553,815,,,
3554,3554,695,,,
3848,3848,815,,,
3849,3849,695,,,
4156,4156,695,,,
4157,4157,815,,,
4362,4362,815,,,
4563,4563,695,,,
4815,4815,815,,,
4816,4816,695,,,
5062,5062,815,,,
5063,5063,695,,,
5322,5322,815,,,
5577,5577,815,,,
5578,5578,695,,,
5815,5815,815,,,
6113,6113,815,,,
6114,6114,695,,,
6328,6328,695,,,
6587,6587,815,,,
6879,6879,815,,,
7143,7143,695,,,
7390,7390,695,,,
7625,7625,695,,,
246,246,36,,,
510,510,977,,,
944,944,36,,,
1160,1160,36,,,
1398,1398,36,,,
1588,1588,36,,,
1846,1846,36,,,
2108,2108,36,,,
2329,2329,36,,,
2551,2551,36,,,
2818,2818,36,,,
3071,3071,36,,,
3291,3291,36,,,
3584,3584,36,,,
3885,3885,36,,,
4198,4198,36,,,
4387,4387,36,,,
4587,4587,36,,,
4847,4847,36,,,
4848,4848,1216,,,
5094,5094,36,,,
5356,5356,36,,,
5606,5606,36,,,
5842,5842,36,,,
6147,6147,36,,,
6148,6148,1216,,,
6355,6355,36,,,
6614,6614,36,,,
6908,6908,36,,,
7170,7170,36,,,
7429,7429,36,,,
7653,7653,1294,,,
7654,7654,36,,,
36,36,954,,,
37,37,37,,,
273,273,37,,,
751,751,37,,,
970,970,37,,,
1196,1196,954,,,
1426,1426,37,,,
1620,1620,37,,,
1875,1875,37,,,
2137,2137,37,,,
2358,2358,37,,,
2576,2576,37,,,
2847,2847,37,,,
3101,3101,37,,,
3321,3321,37,,,
3619,3619,37,,,
3931,3931,954,,,
3932,3932,37,,,
4226,4226,37,,,
4418,4418,954,,,
4419,4419,37,,,
4607,4607,37,,,
4877,4877,37,,,
5128,5128,37,,,
5129,5129,954,,,
5381,5381,37,,,
5639,5639,37,,,
5876,5876,37,,,
6167,6167,37,,,
6387,6387,37,,,
6650,6650,37,,,
6939,6939,37,,,
7202,7202,37,,,
7458,7458,37,,,
219,219,124,,,
480,480,38,,,
920,920,124,,,
1135,1135,124,,,
1371,1371,124,,,
1565,1565,38,,,
1816,1816,124,,,
2080,2080,558,,,
2081,2081,124,,,
2305,2305,124,,,
2526,2526,38,,,
2777,2777,124,,,
2778,2778,38,,,
3044,3044,124,,,
3266,3266,124,,,
3556,3556,124,,,
3557,3557,38,,,
3851,3851,38,,,
4160,4160,38,,,
4364,4364,874,,,
4565,4565,124,,,
4819,4819,124,,,
4820,4820,38,,,
5066,5066,38,,,
5324,5324,341,,,
5325,5325,124,,,
5580,5580,38,,,
5817,5817,124,,,
6116,6116,124,,,
6330,6330,124,,,
6589,6589,124,,,
6881,6881,38,,,
7145,7145,38,,,
7392,7392,124,,,
7393,7393,38,,,
7627,7627,38,,,
84,84,911,,,
324,324,911,,,
797,797,911,,,
1012,1012,911,,,
1242,1242,911,,,
1460,1460,911,,,
1674,1674,916,,,
1928,1928,486,,,
1929,1929,911,,,
2180,2180,911,,,
2401,2401,911,,,
2630,2630,911,,,
2901,2901,911,,,
3142,3142,911,,,
3387,3387,774,,,
3388,3388,722,,,
3674,3674,911,,,
3996,3996,911,,,
4260,4260,911,,,
4457,4457,911,,,
4657,4657,915,,,
4920,4920,911,,,
5178,5178,911,,,
5436,5436,911,,,
5687,5687,911,,,
5937,5937,911,,,
6211,6211,911,,,
6436,6436,911,,,
6721,6721,911,,,
6994,6994,911,,,
7258,7258,911,,,
7505,7505,911,,,
173,173,342,,,
174,174,440,,,
433,433,342,,,
883,883,342,,,
1092,1092,342,,,
1329,1329,342,,,
1528,1528,342,,,
1774,1774,342,,,
2035,2035,342,,,
2268,2268,342,,,
2486,2486,342,,,
2726,2726,342,,,
3000,3000,342,,,
3001,3001,687,,,
3228,3228,342,,,
3507,3507,342,,,
3508,3508,1089,,,
3798,3798,342,,,
3799,3799,1089,,,
4110,4110,342,,,
4330,4330,342,,,
4528,4528,342,,,
4771,4771,342,,,
5024,5024,342,,,
5025,5025,1089,,,
5278,5278,342,,,
5535,5535,342,,,
5776,5776,342,,,
6066,6066,342,,,
6294,6294,342,,,
6295,6295,1089,,,
6547,6547,342,,,
6837,6837,342,,,
7100,7100,342,,,
7353,7353,342,,,
7589,7589,342,,,
18,18,194,,,
261,261,194,,,
735,735,194,,,
959,959,194,,,
1181,1181,194,,,
1411,1411,194,,,
1606,1606,194,,,
1863,1863,194,,,
2124,2124,194,,,
2346,2346,194,,,
2562,2562,194,,,
2834,2834,194,,,
3086,3086,194,,,
3308,3308,194,,,
3604,3604,194,,,
3912,3912,194,,,
4211,4211,194,,,
4405,4405,194,,,
4865,4865,194,,,
5112,5112,194,,,
5368,5368,194,,,
5624,5624,194,,,
5862,5862,194,,,
6162,6162,194,,,
6372,6372,194,,,
6634,6634,194,,,
6925,6925,194,,,
7190,7190,194,,,
7446,7446,194,,,
178,178,747,,,
179,179,450,,,
887,887,343,,,
1335,1335,343,,,
1533,1533,747,,,
1779,1779,448,,,
2040,2040,300,,,
2490,2490,602,,,
2732,2732,1297,,,
2733,2733,343,,,
3512,3512,328,,,
3803,3803,300,,,
4114,4114,343,,,
4334,4334,585,,,
4532,4532,343,,,
4775,4775,343,,,
5029,5029,343,,,
5284,5284,343,,,
5541,5541,585,,,
5780,5780,343,,,
6071,6071,343,,,
6298,6298,343,,,
6551,6551,300,,,
6841,6841,343,,,
7105,7105,747,,,
7594,7594,747,,,
19,19,476,,,
736,736,955,,,
1182,1182,229,,,
1412,1412,39,,,
1607,1607,1090,,,
2125,2125,456,,,
2347,2347,39,,,
2563,2563,611,,,
2835,2835,39,,,
3087,3087,647,,,
3088,3088,1205,,,
3309,3309,955,,,
3605,3605,39,,,
3606,3606,647,,,
3913,3913,647,,,
3914,3914,955,,,
4212,4212,847,,,
5113,5113,978,,,
5114,5114,1076,,,
5369,5369,647,,,
5625,5625,1205,,,
5863,5863,955,,,
6373,6373,955,,,
6635,6635,39,,,
6636,6636,1090,,,
6926,6926,456,,,
7191,7191,955,,,
7192,7192,1205,,,
7193,7193,39,,,
7194,7194,39,,,
7447,7447,647,,,
762,762,956,,,
980,980,956,,,
1207,1207,956,,,
1434,1434,956,,,
1631,1631,956,,,
1884,1884,956,,,
2147,2147,956,,,
2368,2368,956,,,
2589,2589,956,,,
2859,2859,956,,,
3109,3109,956,,,
3333,3333,956,,,
3632,3632,956,,,
3947,3947,956,,,
4234,4234,956,,,
4425,4425,956,,,
4618,4618,956,,,
4887,4887,956,,,
5140,5140,956,,,
5393,5393,1008,,,
5652,5652,956,,,
5887,5887,956,,,
6398,6398,956,,,
6663,6663,956,,,
6664,6664,1175,,,
6950,6950,956,,,
7214,7214,956,,,
7469,7469,956,,,
228,228,244,,,
491,491,244,,,
928,928,244,,,
1142,1142,40,,,
1379,1379,244,,,
1573,1573,40,,,
1825,1825,696,,,
2090,2090,561,,,
2312,2312,195,,,
2534,2534,244,,,
2790,2790,244,,,
3053,3053,244,,,
3274,3274,244,,,
3566,3566,696,,,
3865,3865,195,,,
3866,3866,40,,,
4174,4174,843,,,
4175,4175,244,,,
4372,4372,40,,,
4573,4573,908,,,
4829,4829,244,,,
5075,5075,244,,,
5337,5337,244,,,
5588,5588,195,,,
5589,5589,40,,,
5825,5825,244,,,
6126,6126,244,,,
6337,6337,244,,,
6598,6598,244,,,
6891,6891,244,,,
7155,7155,738,,,
7406,7406,244,,,
7636,7636,1292,,,
348,348,1217,,,
349,349,41,,,
814,814,1091,,,
1027,1027,1091,,,
1259,1259,1091,,,
1695,1695,41,,,
1952,1952,41,,,
2418,2418,41,,,
2652,2652,1091,,,
2920,2920,1091,,,
3407,3407,1091,,,
3700,3700,1217,,,
4016,4016,1091,,,
4277,4277,857,,,
4684,4684,1091,,,
4685,4685,41,,,
4939,4939,1217,,,
4940,4940,1091,,,
5197,5197,1091,,,
5457,5457,1217,,,
5705,5705,1091,,,
5962,5962,1091,,,
6746,6746,1091,,,
6747,6747,41,,,
7014,7014,1091,,,
7015,7015,41,,,
7279,7279,1267,,,
114,114,42,,,
363,363,42,,,
829,829,42,,,
1038,1038,42,,,
1272,1272,42,,,
1487,1487,42,,,
1709,1709,42,,,
1966,1966,42,,,
2207,2207,42,,,
2430,2430,42,,,
2933,2933,42,,,
3169,3169,42,,,
3423,3423,42,,,
3716,3716,42,,,
4033,4033,42,,,
4289,4289,42,,,
4480,4480,42,,,
4699,4699,42,,,
4954,4954,42,,,
5211,5211,42,,,
5470,5470,42,,,
5719,5719,42,,,
5977,5977,42,,,
6239,6239,42,,,
6469,6469,42,,,
6764,6764,42,,,
7028,7028,42,,,
7293,7293,500,,,
7294,7294,42,,,
7532,7532,42,,,
245,245,697,,,
509,509,196,,,
943,943,43,,,
1159,1159,43,,,
1397,1397,43,,,
1587,1587,196,,,
1845,1845,43,,,
2107,2107,196,,,
2328,2328,591,,,
2550,2550,196,,,
2817,2817,43,,,
3070,3070,196,,,
3290,3290,697,,,
3583,3583,565,,,
3884,3884,196,,,
4197,4197,43,,,
4386,4386,43,,,
4586,4586,43,,,
4846,4846,196,,,
5093,5093,196,,,
5355,5355,43,,,
5605,5605,43,,,
5841,5841,196,,,
6145,6145,43,,,
6146,6146,43,,,
6354,6354,43,,,
6612,6612,43,,,
6613,6613,43,,,
6907,6907,697,,,
7169,7169,196,,,
7425,7425,43,,,
7426,7426,1282,,,
7427,7427,196,,,
7428,7428,697,,,
7652,7652,196,,,
243,243,44,,,
507,507,44,,,
940,940,44,,,
1156,1156,44,,,
1395,1395,44,,,
1585,1585,44,,,
1843,1843,44,,,
2105,2105,570,,,
2325,2325,44,,,
2326,2326,816,,,
2548,2548,44,,,
2815,2815,44,,,
3068,3068,44,,,
3287,3287,44,,,
3288,3288,816,,,
3580,3580,44,,,
3882,3882,44,,,
4195,4195,44,,,
4384,4384,44,,,
4584,4584,909,,,
4844,4844,44,,,
5091,5091,44,,,
5353,5353,44,,,
5603,5603,44,,,
5839,5839,44,,,
6142,6142,44,,,
6143,6143,816,,,
6352,6352,44,,,
6610,6610,44,,,
6905,6905,44,,,
7167,7167,44,,,
7421,7421,44,,,
7650,7650,44,,,
92,92,748,,,
337,337,523,,,
805,805,523,,,
1019,1019,523,,,
1250,1250,523,,,
1467,1467,523,,,
1685,1685,523,,,
1941,1941,523,,,
2188,2188,523,,,
2409,2409,523,,,
2639,2639,523,,,
2909,2909,523,,,
3149,3149,523,,,
3398,3398,523,,,
3689,3689,523,,,
4007,4007,523,,,
4267,4267,523,,,
4464,4464,523,,,
4670,4670,523,,,
4671,4671,1392,,,
4931,4931,523,,,
5188,5188,523,,,
5447,5447,329,,,
5696,5696,523,,,
5948,5948,523,,,
5949,5949,1392,,,
6220,6220,523,,,
6445,6445,1149,,,
6446,6446,523,,,
6733,6733,523,,,
7003,7003,1392,,,
7269,7269,523,,,
7512,7512,748,,,
227,227,45,,,
490,490,45,,,
927,927,45,,,
1141,1141,45,,,
1378,1378,1092,,,
1572,1572,45,,,
1824,1824,45,,,
2088,2088,560,,,
2089,2089,45,,,
2311,2311,45,,,
2533,2533,45,,,
2789,2789,45,,,
3052,3052,45,,,
3273,3273,45,,,
3565,3565,45,,,
3864,3864,45,,,
4173,4173,45,,,
4371,4371,45,,,
4572,4572,1092,,,
4828,4828,45,,,
5074,5074,45,,,
5335,5335,45,,,
5336,5336,1092,,,
5587,5587,45,,,
5824,5824,45,,,
6125,6125,45,,,
6336,6336,45,,,
6597,6597,45,,,
6890,6890,45,,,
7154,7154,45,,,
7405,7405,45,,,
7635,7635,45,,,
69,69,245,,,
310,310,245,,,
783,783,245,,,
999,999,245,,,
1228,1228,245,,,
1448,1448,1093,,,
1657,1657,245,,,
1908,1908,482,,,
2167,2167,245,,,
2387,2387,245,,,
2613,2613,245,,,
2880,2880,245,,,
3127,3127,245,,,
3364,3364,245,,,
3657,3657,245,,,
3977,3977,245,,,
4248,4248,1270,,,
4444,4444,245,,,
4639,4639,245,,,
4905,4905,245,,,
5165,5165,245,,,
5416,5416,1252,,,
5672,5672,245,,,
5915,5915,245,,,
6194,6194,245,,,
6422,6422,245,,,
6695,6695,245,,,
6696,6696,1127,,,
6973,6973,245,,,
7240,7240,245,,,
7487,7487,245,,,
121,121,46,,,
371,371,669,,,
372,372,46,,,
835,835,46,,,
1044,1044,46,,,
1278,1278,46,,,
1491,1491,46,,,
1716,1716,46,,,
1973,1973,46,,,
2214,2214,46,,,
2436,2436,669,,,
2437,2437,46,,,
2668,2668,46,,,
2940,2940,46,,,
3178,3178,46,,,
3430,3430,46,,,
3431,3431,46,,,
3725,3725,669,,,
3726,3726,46,,,
4041,4041,46,,,
4293,4293,46,,,
4486,4486,46,,,
4706,4706,46,,,
4963,4963,669,,,
4964,4964,46,,,
5217,5217,46,,,
5479,5479,46,,,
5725,5725,46,,,
5984,5984,46,,,
5985,5985,46,,,
6245,6245,46,,,
6479,6479,46,,,
6770,6770,46,,,
7036,7036,46,,,
7540,7540,46,,,
183,183,465,,,
184,184,246,,,
440,440,47,,,
890,890,47,,,
1099,1099,47,,,
1338,1338,47,,,
1536,1536,47,,,
1784,1784,47,,,
2045,2045,246,,,
2046,2046,1465,,,
2273,2273,47,,,
2493,2493,246,,,
2737,2737,246,,,
2738,2738,644,,,
3009,3009,47,,,
3234,3234,246,,,
3235,3235,47,,,
